uuid,human_written_content,aigenerated_content,model,num_completion_token,num_original_token,num_prompt_token,num_iagenerated_token,original_label,source_type,ai_generated_label,article_type,pre_post_GPT,dataset_source,GPT-3.5 NLI,GPT_NLI_plus_ai_label,AlignScore,BERTScore_Precision,BERTScore_Recall,BERTScore_F1,Semantic_Distance,Prompt
c735638c-a6c4-4e82-8b4f-d7457d6bb3be,"""Thermal scanners are effective in detecting people who have a fever. They cannot detect people who are infected with COVID-19. There are many causes of fever. Call your healthcare provider if you need assistance. ""","""Thermal scanners can spot fevers, not COVID-19. Fevers have various causes. Consult your healthcare provider for help if needed.""",gpt-3.5-turbo-0125,29,40,149,178,real,AI Machine,real,twitter post,pre-GPT,CoAID,Entailment,Entailment_real,0.778170764,0.946542382,0.92533195,0.935817003,0.060080051,Minor
a0862635-b102-422c-8502-c7f119e78a2e,"""The prolonged use of medical masks when properly worn, DOES NOT cause CO2 intoxication nor oxygen deficiency. #facts #publichealth""","""Wearing medical masks for extended periods does not lead to CO2 intoxication or lack of oxygen. #PublicHealth #Facts""",gpt-3.5-turbo-0125,27,25,133,160,real,AI Machine,real,twitter post,pre-GPT,CoAID,Entailment,Entailment_real,0.977211058,0.952843785,0.945527434,0.949171484,0.027504563,Minor
7c1febed-d73f-4748-96fa-48434a21a688,"""By when can we expect the results then??""","""When can we anticipate the results?""",gpt-3.5-turbo-0125,7,12,117,124,real,AI Machine,real,twitter post,pre-GPT,CoAID,Entailment,Entailment_real,0.979113281,0.954652071,0.922957003,0.938537061,0.160766721,Minor
111b5543-0cea-4b55-9276-a67f3f9a5edd,experts say you do nt need to wear gloves at the grocery store especially if you are diligent about washing your hands and not touching your face. getty images experts say wearing gloves while grocery shopping probably wo nt lower your risk of contracting the virus that causes covid-19. they say the gloves can make you more conscious of touching items as well as send a message to people nearby that you are taking precautions. the centers for disease control and prevention provides tips on. ,Experts suggest that wearing gloves at the grocery store may not reduce the risk of contracting COVID-19 if proper hand hygiene is maintained. The Centers for Disease Control and Prevention emphasize the importance of washing hands and avoiding touching the face to prevent the spread of the virus. Gloves could increase awareness of touching surfaces and demonstrate precautionary measures to others.,gpt-3.5-turbo-0125,67,89,204,271,real,AI Machine,real,news article,pre-GPT,CoAID,entailment,entailment_real,0.910144627,0.907936037,0.884237528,0.895930052,0.090452313,Minor
aeca6ebf-248b-441b-a8f0-7bd056a8522c,the goals of cdcs global response to covid-19 are to limit human to- human transmission minimize the impact of covid-19 in vulnerable countries with limited preparedness capacity and reduce specific threats that pose current and future risk to the united states. cdcs global covid-19 response works toward these goals by meeting the following objectives strengthen capacity to prevent detect and respond to local covid-19 cases mitigate covid-19 transmission in the community across bord. ,"CDC's global response to COVID-19 aims to limit human-to-human transmission, reduce the impact in vulnerable countries, and minimize threats to the US. To achieve this, CDC works to strengthen capacities to prevent, detect, and respond to cases, as well as mitigate transmission across borders.",gpt-3.5-turbo-0125,57,75,200,257,real,AI Machine,real,news article,pre-GPT,CoAID,Entailment,Entailment_real,0.960822582,0.903041005,0.868748307,0.885562778,0.077366352,Minor
93461e2b-84a8-4c68-9dad-6613caa3645e,"what your doctor is reading on medscape.com april 17 2020 -- as of april 9 2020 severe acute respiratory syndrome coronavirus 2 sars cov-2 had infected 1,436,198 people and caused 85,522 deaths. by the time you read this those numbers will have increased. as the numbers grow more and more neurologic symptoms are being reported in covid-19 patients. neurologists in turn may increasingly find themselves involved in caring for patients with the novel virus. covid-19 may affect the nervo. ","On April 9, 2020, the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) had infected 1,436,198 people and caused 85,522 deaths. Neurological symptoms are increasingly reported in COVID-19 patients, leading neurologists to be more involved in caring for those affected by the virus. COVID-19 may impact the nervous system.",gpt-3.5-turbo-0125,80,84,223,303,real,AI Machine,real,news article,pre-GPT,CoAID,Entailment,Entailment_real,0.905101776,0.923698187,0.889570951,0.906313419,0.073590636,Minor
89297fda-4c54-431a-a503-9e7c1e8351c7,from managing good airflow to using desk shields experts say there are number of effective ways to reduce risk of spreading covid-19 in classrooms. halfpoint images getty images new research shows that running air conditioning with windows slightly open creates good airflow that may reduce spread of covid-19 in classrooms. good airflow can quickly move aerosolized particles that may contain novel coronavirus out of room. using plastic screens around desks can also sh. ,"Experts suggest various strategies to minimize the spread of COVID-19 in classrooms, such as managing airflow and utilizing desk shields. Recent studies indicate that running air conditioning with windows slightly open can promote good airflow, facilitating the removal of aerosolized particles carrying the virus. Additionally, implementing plastic screens around desks can further help in reducing the risk of transmission.",gpt-3.5-turbo-0125,69,77,196,265,real,AI Machine,real,news article,pre-GPT,CoAID,Entailment,Entailment_real,0.826465845,0.926548123,0.900810599,0.913498104,0.056656361,Minor
59128cc6-ab02-4c36-9f43-b1fbaa9ec656,students and staff members two teachers one principal and one emergency medical technician traveled from 21 states and territories and two foreign countries to attend faith based educational retreat for boys in grades 911. in effort to prevent introduction of covid-19 all attendees were required to provide documentation of either positive serologic test result within past 3 months or negative sars cov-2 rt pcr result 7 days before travel to self quarantine within their house. ,"A faith-based educational retreat for high school boys had participants from 21 states, two territories, and two foreign countries. To prevent COVID-19 spread, attendees were mandated to show proof of recent positive serologic or negative SARS-CoV-2 RT-PCR tests. They also had to self-quarantine before traveling.",gpt-3.5-turbo-0125,66,76,199,265,real,AI Machine,real,news article,pre-GPT,CoAID,entailment,entailment_real,0.948670089,0.903856158,0.872848332,0.88808161,0.130649984,Minor
f6d82d0f-4354-4cb1-a04f-49111f77457b,in united states approximately 180.000 patients receive mental health services each day at approximately 4.000 inpatient and residential psychiatric facilities 1. sars cov-2 virus that causes coronavirus disease 2019 covid-19 can spread rapidly within congregate residential settings 24 including psychiatric facilities. on april 13 2020 two patients were transferred to wyomings state psychiatric hospital from private psychiatric hospital that had confirmed covid-19 cases. ,"Around 180,000 patients in the US receive mental health services daily at 4,000 inpatient and residential psychiatric facilities. The transfer of two patients with confirmed COVID-19 cases to Wyoming's state psychiatric hospital highlights the risk of virus spread in such settings.",gpt-3.5-turbo-0125,53,65,201,254,real,AI Machine,real,news article,pre-GPT,CoAID,Entailment,Entailment_real,0.745834231,0.914178252,0.87315321,0.893194854,0.106032252,Minor
2697fe7d-fbd6-4af4-9e01-48f71d64bd19,many grocery employees are working in fear of their health. experts say consumers can help by wearing face masks and maintaining physical distancing. getty images grocery workers are becoming concerned about their health during the covid-19 pandemic. a union official says 10 percent of their membership has declined to come into work due to health concerns. experts say shoppers can help protect grocery employees health by wearing face masks observing physical distancing and not coming in. ,"Grocery workers express fear for their health amid the COVID-19 pandemic as some employees decline to work due to health concerns, says a union official. Experts urge consumers to wear face masks, maintain physical distancing, and avoid going to the store if unwell to protect the well-being of grocery employees.",gpt-3.5-turbo-0125,60,81,196,256,real,AI Machine,real,news article,pre-GPT,CoAID,Entailment,Entailment_real,0.739909887,0.911046028,0.900313556,0.905647993,0.071036577,Minor
fa69e869-e21a-49d1-baaf-b14c184ac211,camp administrators may consider implementing several strategies to encourage behaviors that reduce the spread of covid-19. staying home when appropriate educate staff campers and their families about when they should stay home and when they can return to camp. actively encourage employees and campers who are sick or have recently had a close contact with a person with covid-19 to stay home. develop policies that encourage sick employees to stay at home without fear of reprisal and ensu. ,"Camp administrators can adopt various measures to promote COVID-19 prevention behaviors at camps. These include educating staff, campers, and families on when to stay home and return, urging sick individuals to stay home, and creating policies that support sick employees without consequences for staying home.",gpt-3.5-turbo-0125,54,82,202,256,real,AI Machine,real,news article,pre-GPT,CoAID,entailment,entailment_real,0.958378434,0.915168166,0.887099922,0.900915504,0.076537848,Minor
070e305a-6702-487e-b7e6-54eab379d82f,new research suggests that wearing masks not only protects others from spread of covid-19 but may reduce amount of virus that gets through to wearer as well resulting in less severe illness if they do become sick. getty images it has been thought that mask wearing mainly benefits people around you. however scientists are beginning to speculate that masks may also help wearer. it is known that lower viral dose can lead to less severe illness. wearing mask may re. ,"Recent studies indicate that wearing masks not only prevents the spread of COVID-19 to others but could also reduce the amount of virus that reaches the wearer, potentially leading to milder illness if infection occurs. While the primary belief was that masks primarily protect those around the wearer, researchers now suggest masks may also benefit the wearer by lowering the viral dose received, resulting in less severe symptoms.",gpt-3.5-turbo-0125,76,85,199,275,real,AI Machine,real,news article,pre-GPT,CoAID,entailment,entailment_real,0.846160948,0.931353569,0.915126801,0.923168898,0.040843129,Minor
b45e4e37-5b61-424b-af43-6affda890c0f,during march 2728 three symptomatic university of texas students had positive test results for sars cov-2. all three had traveled to cabo san lucas mexico during march 1419 and became symptomatic after returning march 2225. on march 28 utha covid-19 center multidisciplinary team established in early march to conduct testing contact tracing and monitoring for university of texas community with authority delegated from austin public health initiated investigation. additio. ,"In late March, three University of Texas students tested positive for COVID-19 after traveling to Cabo San Lucas, Mexico. They became symptomatic after returning between March 22-25. The UT Health Austin COVID-19 center, established to conduct testing, contact tracing, and monitoring, initiated an investigation with authority from Austin Public Health on March 28.",gpt-3.5-turbo-0125,72,72,206,278,real,AI Machine,real,news article,pre-GPT,CoAID,Entailment,Entailment_real,0.645571411,0.898949564,0.868935645,0.883687794,0.175440669,Minor
411c9dbf-2c13-4b64-9cad-ccc0cb6ebca5,"""OMG Maybe he is forcing the herd immunity theory on the population and perhaps choosing red states on purpose. What is going on? And making people sign a document not to sure him if they got infected. This is bad... ""","""Concerns raised over herd immunity theory being pushed on red states with people asked to sign documents not to sue if infected. Disturbing development...""",gpt-3.5-turbo-0125,30,46,153,183,real,AI Machine,real,twitter post,pre-GPT,CoAID,Entailment,Entailment_real,0.343687236,0.913725317,0.898869216,0.90623641,0.207728982,Minor
c9c124e2-694b-4eb1-a2bd-29d3f8187f71,"""Black people: Can you please stop killing us? The answer we get ..“HoW Do yOu EXpECt PoSiTive ReSuLTS WhEN YoUR LOoting” .. so what does that mean? Keep killing us?""","""Black people are asking to stop being killed. The response they get is blaming looting. What does that mean? Will the killing continue?""",gpt-3.5-turbo-0125,29,39,159,188,real,AI Machine,real,twitter post,pre-GPT,CoAID,Entailment,Entailment_real,0.513926268,0.900746703,0.810258567,0.853109896,0.137344003,Minor
bdd4793d-6b63-4b0a-a452-a59aff84c3ae,eating and drinking on site at locations that offer such options might be important risk factors associated with sars cov-2 infection. efforts to reduce possible exposures where mask use and social distancing are difficult to maintain such as when eating and drinking should be considered to protect customers employees and communities. findings from case control investigation of symptomatic outpatients from 11 u.s. health care facilities found that close contact with persons with known cov. ,"Consuming food and drinks at establishments could increase the risk of contracting COVID-19. To minimize exposure in such settings where mask-wearing and social distancing are challenging, precautions should be taken. A study on symptomatic outpatients at 11 U.S. healthcare facilities revealed that close contact with individuals infected with the virus was a significant factor in transmission. Efforts to protect customers, employees, and the community should be prioritized.",gpt-3.5-turbo-0125,86,77,196,282,real,AI Machine,real,news article,pre-GPT,CoAID,Entailment,Entailment_real,0.836338162,0.906552434,0.896923602,0.901712298,0.267061949,Minor
7dc77934-839e-427d-8cf4-b07bc3002c08,"""Alright, Im curious, when you say ""focus on what these protests are actually about"" what do you mean? Are you condemning people who are outraged by the results?""","""I'm curious, when you say ""focus on what these protests are actually about,"" what do you mean? Are you condemning those outraged by the results?""",gpt-3.5-turbo-0125,31,36,141,172,real,AI Machine,real,twitter post,pre-GPT,CoAID,Entailment,Entailment_real,0.563753903,0.97652036,0.964967787,0.970709682,0.011738539,Minor
3b52a326-10be-49f7-a57b-7ad026a2be02,"""When can we expect the result?""","""When will the outcome be revealed?""",gpt-3.5-turbo-0125,7,9,113,120,real,AI Machine,real,twitter post,pre-GPT,CoAID,entailment,entailment_real,0.629353464,0.957117915,0.951380491,0.954240561,0.300612211,Minor
31abdda4-5853-44b6-9de9-ae6251e2fc56,"""Scott ever heard of herd immunity? How does that work? What is the mortality rate for COVID-19 Scott?""","""Can someone explain herd immunity and the mortality rate of COVID-19 to Scott? #COVID19 #HerdImmunity""",gpt-3.5-turbo-0125,26,23,130,156,real,AI Machine,real,twitter post,pre-GPT,CoAID,The relationship between the premise and the hypothesis is 'Entailment'.,The relationship between the premise and the hypothesis is 'Entailment'._real,0.46620366,0.889520347,0.891500771,0.890509486,0.079100668,Minor
934aedd6-a383-49df-9eaf-44e5af7d4ed0,experts contend that staying home and practicing social distancing are key to flattening the curve of covid-19 cases. flattening the curve refers to slowing the number of new cases so that hospitals are nt overwhelmed at any one time. many city and state governments have closed nonessential businesses and limited group gatherings. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and f. ,"Health experts emphasize that adhering to social distancing measures is crucial in reducing the spread of COVID-19 cases and preventing hospitals from becoming overwhelmed. Governments at various levels have taken steps such as closing nonessential businesses and restricting group gatherings to help flatten the curve. It is important to note that the information provided is based on publicly available data at the time of reporting, and some details may have changed. For the latest updates on the coronavirus pandemic, readers are encouraged to visit our dedicated coronavirus hub.",gpt-3.5-turbo-0125,98,86,203,301,real,AI Machine,real,news article,pre-GPT,CoAID,Entailment,Entailment_real,0.766050518,0.902616739,0.900105476,0.901359379,0.17960763,Minor
6d0ad336-6956-4881-b5d5-fccde8445386,"""Masks don't protect against the virus, but they do make you hypoxic in minutes. So is your goal to sicken your people by making the wear masks? Texas is building herd immunity, we won't need that DS vax. Just what is your goal with mark usage?""","""Masks don't protect against the virus but can cause hypoxia. Texas aims for herd immunity without a vaccine. Why push mask usage? #COVID19""",gpt-3.5-turbo-0125,33,56,164,197,real,AI Machine,real,twitter post,pre-GPT,CoAID,Entailment,Entailment_real,0.727826416,0.901823819,0.881483853,0.891537845,0.282678604,Minor
72b3bcc3-ae6b-4813-8861-c2178b6cbf80,"""When can we expect the results for creativity challenge 2 ? Can you please confirm.""","""When will the results for creativity challenge 2 be announced? Can you provide an update? #creativitychallenge""",gpt-3.5-turbo-0125,23,18,123,146,real,AI Machine,real,twitter post,pre-GPT,CoAID,entailment,entailment_real,0.393184513,0.915758312,0.924755514,0.920234919,0.197113991,Minor
a51c0bfd-9270-4d0d-817c-73e76df1efd8,deciding to go out operator welcome and thank you for standing by. at this time all participants are in listen only mode until the question and answer session. you may press 1 to answer a question. this is being recorded. if you have any objections you may disconnect at this time. i will now turn it over to paul fulton. thank you. you may begin. paul fulton thank you all for joining us today for this briefing to update you on the cdcs covid-19 19 response. we are joined by director dr. rob. ,"Participants are currently in listen-only mode in a briefing on the CDC's COVID-19 response. Director Dr. Rob is providing updates. Press 1 to ask a question. The call is being recorded, and objections can be raised by disconnecting. Paul Fulton is facilitating the briefing.",gpt-3.5-turbo-0125,57,103,223,280,real,AI Machine,real,news article,pre-GPT,CoAID,Entailment,Entailment_real,0.798070014,0.895366848,0.839855373,0.86672318,0.2512784,Minor
a861b897-71c6-4d3a-a8a5-84aacb67064c,what your doctor is reading on medscape.com april 27 2020 -- because of stark racial disparities in covid-19 infection and mortality the pandemic is being called a sentinel and bellwether event that should push the united states to finally come to grips with disparities in healthcare. when it comes to covid-19 the pattern is irrefutable blacks in the united states are being infected with sars cov-2 and are dying of covid-19 at higher rates than whites clyde w. yancy md northwest. ,"On April 27, 2020, Medscape.com highlighted the alarming racial disparities in COVID-19 infection and mortality in the United States. The pandemic is seen as a crucial event that should prompt the country to address healthcare disparities. Data shows that Black Americans are disproportionately affected by COVID-19, facing higher infection and death rates compared to White Americans. Clyde W. Yancy MD emphasized the urgent need to address these disparities.",gpt-3.5-turbo-0125,86,83,216,302,real,AI Machine,real,news article,pre-GPT,CoAID,Entailment,Entailment_real,0.709548712,0.907844663,0.880901217,0.894170046,0.146347404,Minor
e63b8980-7f98-4618-ba6c-883ecec9af64,effects of covid-19 go beyond numbers of cases and deaths. how many people are struggling under stresses of pandemic. is mental health suffering as americans try to manage isolation worries about jobs and constant stream of anxiety producing headlines. are they putting their future health at risk by delaying trips to doctor or avoiding emergency room when needed. household pulse survey is helping to answer these questions by innovating and capturing data in new ways. ,"The impact of COVID-19 extends beyond just case numbers and fatalities, with many individuals facing mental health challenges amid the pandemic. Americans are dealing with isolation, job concerns, and anxiety from relentless news updates. Delaying medical visits or avoiding the emergency room due to these stresses may jeopardize their future well-being. The Household Pulse Survey is offering insights into these issues by collecting data in innovative ways.",gpt-3.5-turbo-0125,79,80,195,274,real,AI Machine,real,news article,pre-GPT,CoAID,Entailment,Entailment_real,0.954061329,0.912862241,0.906626999,0.909733951,0.073189735,Minor
b2ac7695-cb25-44ee-9a25-cb9f5c496811,"""Can people wear masks while exercising during #COVID19? People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably. . #facemask #sanitizer #clean #COVID19 #CoronaVirusUpdate #Coronavirus #corona #lockdown #Pandemics #QuarentineLife""","""Can people wear masks while exercising during #COVID19? It's not recommended as masks may make it harder to breathe comfortably. #facemask #Coronavirus #lockdown""",gpt-3.5-turbo-0125,38,50,174,212,real,AI Machine,real,twitter post,pre-GPT,CoAID,Entailment,Entailment_real,0.723248243,0.952217996,0.908659697,0.929929018,0.025128186,Minor
555f4e51-fe48-4014-b7bb-0209b5a35efb,experts say surgical masks are an effective option to help stop the transmission of covid-19. getty images new research shows that the most effective homemade face masks are those made with tightly woven fabric and providing a good seal along the edges. bandanas were not found to be effective. n95 masks need to be properly fitted and should be reserved for those who need them. surgical face masks are another effective option in areas where they re readily available. all data and statisti. ,"New research indicates that tightly woven fabric masks with good seals are the most effective homemade option to prevent COVID-19 transmission. Bandanas were found ineffective, while N95 masks require proper fitting and should be prioritized for those in need. Surgical masks remain a reliable choice where available, experts say.",gpt-3.5-turbo-0125,59,89,207,266,real,AI Machine,real,news article,pre-GPT,CoAID,entailment,entailment_real,0.896348,0.919096172,0.884168267,0.901293993,0.111257374,Minor
28641eec-04ab-4f71-b213-e7181bc2a888,"""When can we expect preliminary results ? ""","""When will preliminary results be released?""",gpt-3.5-turbo-0125,7,9,114,121,real,AI Machine,real,twitter post,pre-GPT,CoAID,Entailment,Entailment_real,0.744693875,0.93744266,0.925043344,0.931201756,0.121916533,Minor
6ff9a48f-f01f-47fe-8382-cdaabdcb6fa0,the covid-19 pandemic can trigger anxious feelings in anyone. however people with an anxiety disorder such as agoraphobia may find that the pandemic has heightened their anxiety even further. read on to learn more about agoraphobia and covid-19 including how the pandemic may exacerbate anxiety how to take sensible precautions and other coping techniques. stay informed with live updates on the current covid-19 outbreak and visit our coronavirus hub for more advice on prevention and treatment. ,"The COVID-19 pandemic can worsen anxiety for individuals with agoraphobia. Learn about how the pandemic impacts those with agoraphobia, sensible precautions, and coping strategies. Stay updated on COVID-19 and find prevention advice on our coronavirus hub.",gpt-3.5-turbo-0125,52,80,204,256,real,AI Machine,real,news article,pre-GPT,CoAID,Entailment,Entailment_real,0.982185066,0.933964372,0.906412959,0.919982493,0.129559994,Minor
48cbb940-41b2-4040-a27b-c6ceb267f790,"""Q: Can people wear masks while exercising during #COVID19? A: People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably. The important preventive measure during exercise is to maintain #PhysicalDistancing https://bit.ly/3hKdH31""","""Q: Can masks be worn while exercising during #COVID19? A: It is recommended NOT to wear masks while exercising as they can hinder breathing. It is crucial to maintain #PhysicalDistancing during exercise.""",gpt-3.5-turbo-0125,43,47,164,207,real,AI Machine,real,twitter post,pre-GPT,CoAID,Entailment,Entailment_real,0.984505355,0.96508503,0.904377043,0.933745384,0.029385865,Minor
64ecc651-b4b3-4f7c-b3a2-f9be8ff939fa,"""What is the advantage of the herd immunity scenerio? Most of Europe &amp; Asia is gradually returning to normal, but Swedes are mostly banned from travel because so many of them carry a deadly disease. Their strategy is terrible for their health &amp; terrible for their economy.""","""Why is Sweden facing travel bans while Europe and Asia return to normal? The country's herd immunity strategy, with many carrying the disease, impacts health and economy negatively. #COVID19""",gpt-3.5-turbo-0125,37,57,164,201,real,AI Machine,real,twitter post,pre-GPT,CoAID,Entailment,Entailment_real,0.63345319,0.902782917,0.872935474,0.88760829,0.179818034,Minor
0c2b6887-d5fb-4715-bc4b-2f57136f5e19,virologists from germany have shown that combining samples and only testing individual samples if there is a positive result for the group could massively increase the capacity for coronavirus testing. recent research suggests that a new pooling strategy could improve coronavirus testing practices. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most re. ,"German virologists have discovered that pooling samples before testing, and only testing individual samples if the group shows a positive result, could significantly boost coronavirus testing capacity. Recent research indicates a new pooling strategy that could enhance testing practices. All information is derived from publicly available data, though some details may be outdated. For the latest updates, visit our coronavirus hub and follow our live updates page.",gpt-3.5-turbo-0125,78,84,198,276,real,AI Machine,real,news article,pre-GPT,CoAID,entailment,entailment_real,0.928430319,0.944277585,0.931301594,0.937744737,0.062053442,Minor
