human_written_content,ai_generated_content,BERTScore_Precision,BERTScore_Recall,BERTScore_F1
"""The prolonged use of medical masks when properly worn, DOES NOT cause CO2 intoxication nor oxygen deficiency. #facts #publichealth""","""Wearing medical masks for extended periods does not lead to CO2 intoxication or lack of oxygen. #PublicHealth #Facts""",0.9528437852859497,0.9455274343490601,0.9491714835166931
"""By when can we expect the results then??""","""When can we anticipate the results?""",0.9546520709991455,0.9229570031166077,0.938537061214447
experts say you do nt need to wear gloves at the grocery store especially if you are diligent about washing your hands and not touching your face. getty images experts say wearing gloves while grocery shopping probably wo nt lower your risk of contracting the virus that causes covid-19. they say the gloves can make you more conscious of touching items as well as send a message to people nearby that you are taking precautions. the centers for disease control and prevention provides tips on. ,Experts suggest that wearing gloves at the grocery store may not reduce the risk of contracting COVID-19 if proper hand hygiene is maintained. The Centers for Disease Control and Prevention emphasize the importance of washing hands and avoiding touching the face to prevent the spread of the virus. Gloves could increase awareness of touching surfaces and demonstrate precautionary measures to others.,0.9079360365867615,0.88423752784729,0.8959300518035889
the goals of cdcs global response to covid-19 are to limit human to- human transmission minimize the impact of covid-19 in vulnerable countries with limited preparedness capacity and reduce specific threats that pose current and future risk to the united states. cdcs global covid-19 response works toward these goals by meeting the following objectives strengthen capacity to prevent detect and respond to local covid-19 cases mitigate covid-19 transmission in the community across bord. ,"CDC's global response to COVID-19 aims to limit human-to-human transmission, reduce the impact in vulnerable countries, and minimize threats to the US. To achieve this, CDC works to strengthen capacities to prevent, detect, and respond to cases, as well as mitigate transmission across borders.",0.9030410051345825,0.8687483072280884,0.8855627775192261
"what your doctor is reading on medscape.com april 17 2020 -- as of april 9 2020 severe acute respiratory syndrome coronavirus 2 sars cov-2 had infected 1,436,198 people and caused 85,522 deaths. by the time you read this those numbers will have increased. as the numbers grow more and more neurologic symptoms are being reported in covid-19 patients. neurologists in turn may increasingly find themselves involved in caring for patients with the novel virus. covid-19 may affect the nervo. ","On April 9, 2020, the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) had infected 1,436,198 people and caused 85,522 deaths. Neurological symptoms are increasingly reported in COVID-19 patients, leading neurologists to be more involved in caring for those affected by the virus. COVID-19 may impact the nervous system.",0.9236981868743896,0.889570951461792,0.906313419342041
from managing good airflow to using desk shields experts say there are number of effective ways to reduce risk of spreading covid-19 in classrooms. halfpoint images getty images new research shows that running air conditioning with windows slightly open creates good airflow that may reduce spread of covid-19 in classrooms. good airflow can quickly move aerosolized particles that may contain novel coronavirus out of room. using plastic screens around desks can also sh. ,"Experts suggest various strategies to minimize the spread of COVID-19 in classrooms, such as managing airflow and utilizing desk shields. Recent studies indicate that running air conditioning with windows slightly open can promote good airflow, facilitating the removal of aerosolized particles carrying the virus. Additionally, implementing plastic screens around desks can further help in reducing the risk of transmission.",0.9265481233596802,0.9008105993270874,0.9134981036186218
students and staff members two teachers one principal and one emergency medical technician traveled from 21 states and territories and two foreign countries to attend faith based educational retreat for boys in grades 911. in effort to prevent introduction of covid-19 all attendees were required to provide documentation of either positive serologic test result within past 3 months or negative sars cov-2 rt pcr result 7 days before travel to self quarantine within their house. ,"A faith-based educational retreat for high school boys had participants from 21 states, two territories, and two foreign countries. To prevent COVID-19 spread, attendees were mandated to show proof of recent positive serologic or negative SARS-CoV-2 RT-PCR tests. They also had to self-quarantine before traveling.",0.9038561582565308,0.8728483319282532,0.8880816102027893
in united states approximately 180.000 patients receive mental health services each day at approximately 4.000 inpatient and residential psychiatric facilities 1. sars cov-2 virus that causes coronavirus disease 2019 covid-19 can spread rapidly within congregate residential settings 24 including psychiatric facilities. on april 13 2020 two patients were transferred to wyomings state psychiatric hospital from private psychiatric hospital that had confirmed covid-19 cases. ,"Around 180,000 patients in the US receive mental health services daily at 4,000 inpatient and residential psychiatric facilities. The transfer of two patients with confirmed COVID-19 cases to Wyoming's state psychiatric hospital highlights the risk of virus spread in such settings.",0.9141782522201538,0.8731532096862793,0.893194854259491
many grocery employees are working in fear of their health. experts say consumers can help by wearing face masks and maintaining physical distancing. getty images grocery workers are becoming concerned about their health during the covid-19 pandemic. a union official says 10 percent of their membership has declined to come into work due to health concerns. experts say shoppers can help protect grocery employees health by wearing face masks observing physical distancing and not coming in. ,"Grocery workers express fear for their health amid the COVID-19 pandemic as some employees decline to work due to health concerns, says a union official. Experts urge consumers to wear face masks, maintain physical distancing, and avoid going to the store if unwell to protect the well-being of grocery employees.",0.911046028137207,0.9003135561943054,0.9056479930877686
camp administrators may consider implementing several strategies to encourage behaviors that reduce the spread of covid-19. staying home when appropriate educate staff campers and their families about when they should stay home and when they can return to camp. actively encourage employees and campers who are sick or have recently had a close contact with a person with covid-19 to stay home. develop policies that encourage sick employees to stay at home without fear of reprisal and ensu. ,"Camp administrators can adopt various measures to promote COVID-19 prevention behaviors at camps. These include educating staff, campers, and families on when to stay home and return, urging sick individuals to stay home, and creating policies that support sick employees without consequences for staying home.",0.9151681661605835,0.8870999217033386,0.9009155035018921
new research suggests that wearing masks not only protects others from spread of covid-19 but may reduce amount of virus that gets through to wearer as well resulting in less severe illness if they do become sick. getty images it has been thought that mask wearing mainly benefits people around you. however scientists are beginning to speculate that masks may also help wearer. it is known that lower viral dose can lead to less severe illness. wearing mask may re. ,"Recent studies indicate that wearing masks not only prevents the spread of COVID-19 to others but could also reduce the amount of virus that reaches the wearer, potentially leading to milder illness if infection occurs. While the primary belief was that masks primarily protect those around the wearer, researchers now suggest masks may also benefit the wearer by lowering the viral dose received, resulting in less severe symptoms.",0.9313535690307617,0.9151268005371094,0.9231688976287842
during march 2728 three symptomatic university of texas students had positive test results for sars cov-2. all three had traveled to cabo san lucas mexico during march 1419 and became symptomatic after returning march 2225. on march 28 utha covid-19 center multidisciplinary team established in early march to conduct testing contact tracing and monitoring for university of texas community with authority delegated from austin public health initiated investigation. additio. ,"In late March, three University of Texas students tested positive for COVID-19 after traveling to Cabo San Lucas, Mexico. They became symptomatic after returning between March 22-25. The UT Health Austin COVID-19 center, established to conduct testing, contact tracing, and monitoring, initiated an investigation with authority from Austin Public Health on March 28.",0.8989495635032654,0.8689356446266174,0.8836877942085266
"""OMG Maybe he is forcing the herd immunity theory on the population and perhaps choosing red states on purpose. What is going on? And making people sign a document not to sure him if they got infected. This is bad... ""","""Concerns raised over herd immunity theory being pushed on red states with people asked to sign documents not to sue if infected. Disturbing development...""",0.9137253165245056,0.8988692164421082,0.9062364101409912
"""Black people: Can you please stop killing us? The answer we get ..“HoW Do yOu EXpECt PoSiTive ReSuLTS WhEN YoUR LOoting” .. so what does that mean? Keep killing us?""","""Black people are asking to stop being killed. The response they get is blaming looting. What does that mean? Will the killing continue?""",0.9007467031478882,0.8102585673332214,0.8531098961830139
eating and drinking on site at locations that offer such options might be important risk factors associated with sars cov-2 infection. efforts to reduce possible exposures where mask use and social distancing are difficult to maintain such as when eating and drinking should be considered to protect customers employees and communities. findings from case control investigation of symptomatic outpatients from 11 u.s. health care facilities found that close contact with persons with known cov. ,"Consuming food and drinks at establishments could increase the risk of contracting COVID-19. To minimize exposure in such settings where mask-wearing and social distancing are challenging, precautions should be taken. A study on symptomatic outpatients at 11 U.S. healthcare facilities revealed that close contact with individuals infected with the virus was a significant factor in transmission. Efforts to protect customers, employees, and the community should be prioritized.",0.9065524339675903,0.8969236016273499,0.9017122983932495
"""Alright, Im curious, when you say ""focus on what these protests are actually about"" what do you mean? Are you condemning people who are outraged by the results?""","""I'm curious, when you say ""focus on what these protests are actually about,"" what do you mean? Are you condemning those outraged by the results?""",0.9765203595161438,0.9649677872657776,0.9707096815109253
"""When can we expect the result?""","""When will the outcome be revealed?""",0.9571179151535034,0.9513804912567139,0.9542405605316162
"""Scott ever heard of herd immunity? How does that work? What is the mortality rate for COVID-19 Scott?""","""Can someone explain herd immunity and the mortality rate of COVID-19 to Scott? #COVID19 #HerdImmunity""",0.8895203471183777,0.8915007710456848,0.8905094861984253
experts contend that staying home and practicing social distancing are key to flattening the curve of covid-19 cases. flattening the curve refers to slowing the number of new cases so that hospitals are nt overwhelmed at any one time. many city and state governments have closed nonessential businesses and limited group gatherings. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and f. ,"Health experts emphasize that adhering to social distancing measures is crucial in reducing the spread of COVID-19 cases and preventing hospitals from becoming overwhelmed. Governments at various levels have taken steps such as closing nonessential businesses and restricting group gatherings to help flatten the curve. It is important to note that the information provided is based on publicly available data at the time of reporting, and some details may have changed. For the latest updates on the coronavirus pandemic, readers are encouraged to visit our dedicated coronavirus hub.",0.9026167392730713,0.9001054763793945,0.9013593792915344
"""Masks don't protect against the virus, but they do make you hypoxic in minutes. So is your goal to sicken your people by making the wear masks? Texas is building herd immunity, we won't need that DS vax. Just what is your goal with mark usage?""","""Masks don't protect against the virus but can cause hypoxia. Texas aims for herd immunity without a vaccine. Why push mask usage? #COVID19""",0.9018238186836243,0.8814838528633118,0.8915378451347351
"""When can we expect the results for creativity challenge 2 ? Can you please confirm.""","""When will the results for creativity challenge 2 be announced? Can you provide an update? #creativitychallenge""",0.9157583117485046,0.9247555136680603,0.9202349185943604
deciding to go out operator welcome and thank you for standing by. at this time all participants are in listen only mode until the question and answer session. you may press 1 to answer a question. this is being recorded. if you have any objections you may disconnect at this time. i will now turn it over to paul fulton. thank you. you may begin. paul fulton thank you all for joining us today for this briefing to update you on the cdcs covid-19 19 response. we are joined by director dr. rob. ,"Participants are currently in listen-only mode in a briefing on the CDC's COVID-19 response. Director Dr. Rob is providing updates. Press 1 to ask a question. The call is being recorded, and objections can be raised by disconnecting. Paul Fulton is facilitating the briefing.",0.8953668475151062,0.8398553729057312,0.8667231798171997
what your doctor is reading on medscape.com april 27 2020 -- because of stark racial disparities in covid-19 infection and mortality the pandemic is being called a sentinel and bellwether event that should push the united states to finally come to grips with disparities in healthcare. when it comes to covid-19 the pattern is irrefutable blacks in the united states are being infected with sars cov-2 and are dying of covid-19 at higher rates than whites clyde w. yancy md northwest. ,"On April 27, 2020, Medscape.com highlighted the alarming racial disparities in COVID-19 infection and mortality in the United States. The pandemic is seen as a crucial event that should prompt the country to address healthcare disparities. Data shows that Black Americans are disproportionately affected by COVID-19, facing higher infection and death rates compared to White Americans. Clyde W. Yancy MD emphasized the urgent need to address these disparities.",0.9078446626663208,0.8809012174606323,0.8941700458526611
effects of covid-19 go beyond numbers of cases and deaths. how many people are struggling under stresses of pandemic. is mental health suffering as americans try to manage isolation worries about jobs and constant stream of anxiety producing headlines. are they putting their future health at risk by delaying trips to doctor or avoiding emergency room when needed. household pulse survey is helping to answer these questions by innovating and capturing data in new ways. ,"The impact of COVID-19 extends beyond just case numbers and fatalities, with many individuals facing mental health challenges amid the pandemic. Americans are dealing with isolation, job concerns, and anxiety from relentless news updates. Delaying medical visits or avoiding the emergency room due to these stresses may jeopardize their future well-being. The Household Pulse Survey is offering insights into these issues by collecting data in innovative ways.",0.912862241268158,0.9066269993782043,0.9097339510917664
"""Can people wear masks while exercising during #COVID19? People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably. . #facemask #sanitizer #clean #COVID19 #CoronaVirusUpdate #Coronavirus #corona #lockdown #Pandemics #QuarentineLife""","""Can people wear masks while exercising during #COVID19? It's not recommended as masks may make it harder to breathe comfortably. #facemask #Coronavirus #lockdown""",0.9522179961204529,0.9086596965789795,0.9299290180206299
experts say surgical masks are an effective option to help stop the transmission of covid-19. getty images new research shows that the most effective homemade face masks are those made with tightly woven fabric and providing a good seal along the edges. bandanas were not found to be effective. n95 masks need to be properly fitted and should be reserved for those who need them. surgical face masks are another effective option in areas where they re readily available. all data and statisti. ,"New research indicates that tightly woven fabric masks with good seals are the most effective homemade option to prevent COVID-19 transmission. Bandanas were found ineffective, while N95 masks require proper fitting and should be prioritized for those in need. Surgical masks remain a reliable choice where available, experts say.",0.9190961718559265,0.884168267250061,0.9012939929962158
"""When can we expect preliminary results ? ""","""When will preliminary results be released?""",0.9374426603317261,0.9250433444976807,0.9312017560005188
the covid-19 pandemic can trigger anxious feelings in anyone. however people with an anxiety disorder such as agoraphobia may find that the pandemic has heightened their anxiety even further. read on to learn more about agoraphobia and covid-19 including how the pandemic may exacerbate anxiety how to take sensible precautions and other coping techniques. stay informed with live updates on the current covid-19 outbreak and visit our coronavirus hub for more advice on prevention and treatment. ,"The COVID-19 pandemic can worsen anxiety for individuals with agoraphobia. Learn about how the pandemic impacts those with agoraphobia, sensible precautions, and coping strategies. Stay updated on COVID-19 and find prevention advice on our coronavirus hub.",0.9339643716812134,0.9064129590988159,0.9199824929237366
"""Q: Can people wear masks while exercising during #COVID19? A: People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably. The important preventive measure during exercise is to maintain #PhysicalDistancing https://bit.ly/3hKdH31""","""Q: Can masks be worn while exercising during #COVID19? A: It is recommended NOT to wear masks while exercising as they can hinder breathing. It is crucial to maintain #PhysicalDistancing during exercise.""",0.9650850296020508,0.9043770432472229,0.9337453842163086
"""What is the advantage of the herd immunity scenerio? Most of Europe &amp; Asia is gradually returning to normal, but Swedes are mostly banned from travel because so many of them carry a deadly disease. Their strategy is terrible for their health &amp; terrible for their economy.""","""Why is Sweden facing travel bans while Europe and Asia return to normal? The country's herd immunity strategy, with many carrying the disease, impacts health and economy negatively. #COVID19""",0.9027829170227051,0.8729354739189148,0.8876082897186279
virologists from germany have shown that combining samples and only testing individual samples if there is a positive result for the group could massively increase the capacity for coronavirus testing. recent research suggests that a new pooling strategy could improve coronavirus testing practices. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most re. ,"German virologists have discovered that pooling samples before testing, and only testing individual samples if the group shows a positive result, could significantly boost coronavirus testing capacity. Recent research indicates a new pooling strategy that could enhance testing practices. All information is derived from publicly available data, though some details may be outdated. For the latest updates, visit our coronavirus hub and follow our live updates page.",0.9442775845527649,0.9313015937805176,0.9377447366714478
"""Yes, you are being a drama queen. What is the ACTUAL death rate of COVID? 0.2%? Seriously... this virus will not be something we will be able to find a safe vaccine for anytime soon. Our only hope is herd immunity. So, settle down and just do what you can to help who you can.""","""Let's keep things in perspective. The actual death rate of COVID is around 0.2%. Finding a safe vaccine may take time, so our best bet is herd immunity. Stay calm, do your part, and help others where you can.""",0.9265522360801697,0.9042308926582336,0.9152554869651794
in this article we explore causes of burning sensation in nose along with their treatments and other symptoms. we also look into home remedies that can reduce irritation. burning feeling in nose can stem from infection allergic reaction or another cause of irritation. person may also experience burning irritation or itching in eyes throat or sinuses. burning sensation in nose may result from inflammation or irritation brought about by infection or alle. ,"This article delves into the reasons behind a burning sensation in the nose, along with treatments and accompanying symptoms. It discusses potential causes such as infections, allergies, and irritants, which can also lead to burning, irritation, or itching in the eyes, throat, or sinuses. The burning feeling in the nose can be a result of inflammation or irritation triggered by infections or allergies. Home remedies are also explored for alleviating the discomfort.",0.9199364185333252,0.9181572794914246,0.9190459847450256
accumulating evidence supports ending isolation and precautions for persons with covid-19 using a symptom based strategy. specifically researchers have reported that people with mild to moderate covid-19 remain infectious no longer than 10 days after their symptoms began and those with more severe illness or those who are severely immunocompromised remain infectious no longer than 20 days after their symptoms began. therefore cdc has updated the recommendations for discontinuing home isolatio. ,"New evidence suggests a symptom-based approach for ending isolation for individuals with COVID-19. Research indicates those with mild to moderate cases are infectious for up to 10 days after symptoms onset, and severe cases for up to 20 days. Consequently, the CDC has revised guidelines for ending home isolation.",0.9285778403282166,0.8937900066375732,0.9108518958091736
"""According to WHO: Drinking alcohol does not protect you against COVID-19 and can be dangerous Frequent or excessive alcohol consumption can increase your risk of health problems #covid19 #awarenesscampaign #pandemic #stayhomestaystrong #stayhome #staysafe""","""WHO warns against drinking alcohol as protection from COVID-19. Excessive consumption can be harmful and increase health risks. Stay informed and stay safe! #covid19 #awareness #health""",0.9289667010307312,0.8955837488174438,0.9119698405265808
an international clinical trial has been launched after a cancer drug that targets the root cause of extreme inflammation showed promise in a preliminary study. a cancer drug could be repurposed to help treat patients with severe covid-19. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most recent information on the covid-19 outbreak. in some people wi. ,A global clinical trial is underway following positive results from a preliminary study on a cancer drug that addresses the underlying cause of severe inflammation. There are hopes of repurposing the drug to aid in treating severe cases of COVID-19. All information is sourced from publicly available data and may be subject to change. Stay updated on the latest COVID-19 news through our dedicated hub and live updates page.,0.9225494265556335,0.9043087363243103,0.9133380651473999
"""When can we expect the results from treating 20 patients for covid-19?""","""When will the outcomes of treating 20 COVID-19 patients be available?""",0.9363169074058533,0.9271796345710754,0.9317258596420288
several companies and institutions are now doing research on a covid-19 vaccine. how quickly they can develop the vaccine will depend on how clinical trials go. getty images some government and business officials are expressing hope that a vaccine against covid-19 could be ready as early as january. experts say that goal is quite optimistic given the testing manufacturing and distribution that usually accompanies a new vaccine. they do note that the genome sequencing for the new coronavi. ,"Various companies and institutions are actively researching a COVID-19 vaccine, with the timeline for its development contingent on successful clinical trials. Government and business officials are optimistic that a vaccine could be ready by January. However, experts caution that this goal may be overly ambitious considering the typical processes involved in testing, manufacturing, and distribution of a new vaccine. Despite challenges, progress is being made in genome sequencing for the novel coronavirus.",0.9216945171356201,0.9088088870048523,0.9152063131332397
this new searchable database provides access to technical guidelines scientific publications and ongoing research protocols from the americas and affected countries worldwide regarding the coronavirus disease covid-19 pandemic. recommendations and guidance from the pan american health organization and the world health organization are also included making it a useful platform of trusted information for decision and policy making authorities researchers health professionals and individua. ,"A new searchable database has been launched, offering access to technical guidelines, scientific publications, and ongoing research protocols related to the COVID-19 pandemic. The database includes recommendations and guidance from the Pan American Health Organization and the World Health Organization, making it a valuable resource for decision-makers, researchers, health professionals, and individuals.",0.9324522018432617,0.9046163558959961,0.9183233976364136
"""#Repost who Can people wear masks while exercising during #COVID19?⠀ ⠀ People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably.⠀ ⠀ #coronavirus #knowthefacts https://www.instagram.com/p/CBjDugDFAyJ/?igshid=1liffq0t5noo1""","""Can people wear masks while exercising during #COVID19? It is recommended NOT to wear masks while exercising as they may impact breathing comfort. #coronavirus #knowthefacts""",0.9545034766197205,0.8175111413002014,0.8807119727134705
who calls on industry and governments to increase manufacturing by 40 per cent to meet rising global demand the world health organization has warned that severe and mounting disruption to the global supply of personal protective equipment ppe caused by rising demand panic buying hoarding and misuse is putting lives at risk from the new coronavirus and other infectious diseases. healthcare workers rely on personal protective equipment to protect themselves and their patients from being. ,"The World Health Organization urges industry and governments to boost manufacturing by 40% to address the growing global demand for personal protective equipment (PPE). The organization expresses concerns over the severe disruptions in the global supply chain of PPE due to increased demand, panic buying, hoarding, and misuse, putting lives at risk from COVID-19 and other infectious diseases. Healthcare workers depend on PPE to safeguard themselves and patients from infection.",0.9198099970817566,0.9221864938735962,0.9209967851638794
"""Yeah i mean this scenario is totally hypothetical but imo these might be the result What do you think?""","""I believe this scenario is purely hypothetical. What are your thoughts on the potential outcomes?""",0.918438196182251,0.88945472240448,0.903714120388031
when its necessary to wash your hands more frequently these tips can help keep your skin from becoming dry and chapped. getty images diligent handwashing may keep germs away but it may also damage skin. washing in warm water rather than hot can keep your hands from getting dry. blotting rather than drying hands dry can keep abrasions from forming. hand sanitizer can be used temporarily in place of washing when hands are extremely chapped. all data and statistics are based on publicly. ,Tips to Prevent Dry and Chapped Skin While Washing Hands: Getty Images advises washing hands in warm water instead of hot to avoid dryness. Blotting hands dry instead of rubbing can prevent abrasions. Hand sanitizer can be used temporarily if hands are extremely chapped. All tips are based on public data and statistics.,0.9168781042098999,0.8977571129798889,0.9072168469429016
"""What do these articles even mean? Like when Hilary said she would respect the results and didn’t? Did Trump ever say he wouldn’t leave lol. Like we just make up shit now""","""Do these articles even make sense? Remember when Hillary said she'd respect the results but didn't? Did Trump ever say he wouldn't leave lol. We just fabricate stories now?""",0.9623657464981079,0.9526192545890808,0.9574677348136902
another reason to wear a mask in public people are more likely to maintain their distance when they see you have one on. getty images wearing a mask can help prevent the spread of covid-19 by catching the tiny droplets that are released when we speak cough or sneeze. new research indicates that wearing a mask may also encourage people to physically distance themselves. unfortunately many americans object to wearing masks. experts say its important to educate ourselves about the fact. ,"Wearing a mask not only helps prevent the spread of COVID-19 by catching droplets, but new research shows it may also encourage others to maintain physical distance. Despite objections, experts emphasize the importance of educating ourselves on this matter to protect public health.",0.9094096422195435,0.8772162795066833,0.893022894859314
geneva prevention and treatment services for noncommunicable diseases ncds have been severely disrupted since the covid-19 pandemic began according to a who survey released today. the survey which was completed by 155 countries during a 3-week period in may confirmed that the impact is global but that low income countries are most affected. this situation is of significant concern because people living with ncds are at higher risk of severe covid-19-related illness and death. the resu. ,"WHO survey reveals disruption in Geneva NCD prevention and treatment services due to COVID-19. Survey of 155 countries in May highlights global impact, with low-income nations hit hardest. Concern arises as NCD patients face higher risk of severe COVID-19 outcomes.",0.9173497557640076,0.8754287362098694,0.8958991169929504
"""Historically it has been to do serology or blood tests for pathogen-specific antibodies. This study suggests that this may not be as useful over time. Which brings up other than live virus re-exposure tests, if there is protection, what is the best test? again, time will tell.""","New research questions the effectiveness of serology tests for pathogen-specific antibodies over time. It raises the question of the best test for protection against re-exposure, aside from live virus tests. Time will reveal the answer.",0.9339550137519836,0.9035829901695251,0.9185180068016052
experts say covid-19 vaccine mandate might be difficult to enforce so public education or limited mandate might be better solutions. getty images experts say it appears government agencies and even employers can require people to get covid-19 vaccine once its available. however they say such mandate might be difficult to enforce so public education might be better option. another alternative would be to mandate that healthcare workers and people in high risk groups get vaccin. ,"Experts suggest that enforcing a COVID-19 vaccine mandate could be challenging, favoring public education or a limited mandate instead. While government agencies and employers may be able to require vaccination, enforcing it could prove difficult. A more feasible approach could involve mandating healthcare workers and individuals in high-risk groups to receive the vaccine.",0.9143213629722595,0.8922612071037292,0.903156578540802
