human_written_content,ai_generated_content,Semantic_Distance
during march 2728 three symptomatic university of texas students had positive test results for sars cov-2. all three had traveled to cabo san lucas mexico during march 1419 and became symptomatic after returning march 2225. on march 28 utha covid-19 center multidisciplinary team established in early march to conduct testing contact tracing and monitoring for university of texas community with authority delegated from austin public health initiated investigation. additio. ,"In late March, three University of Texas students tested positive for COVID-19 after traveling to Cabo San Lucas, Mexico. They became symptomatic after returning between March 22-25. The UT Health Austin COVID-19 center, established to conduct testing, contact tracing, and monitoring, initiated an investigation with authority from Austin Public Health on March 28.",0.17544066905975342
"""OMG Maybe he is forcing the herd immunity theory on the population and perhaps choosing red states on purpose. What is going on? And making people sign a document not to sure him if they got infected. This is bad... ""","""Concerns raised over herd immunity theory being pushed on red states with people asked to sign documents not to sue if infected. Disturbing development...""",0.20772898197174072
"""Black people: Can you please stop killing us? The answer we get ..“HoW Do yOu EXpECt PoSiTive ReSuLTS WhEN YoUR LOoting” .. so what does that mean? Keep killing us?""","""Black people are asking to stop being killed. The response they get is blaming looting. What does that mean? Will the killing continue?""",0.13734400272369385
eating and drinking on site at locations that offer such options might be important risk factors associated with sars cov-2 infection. efforts to reduce possible exposures where mask use and social distancing are difficult to maintain such as when eating and drinking should be considered to protect customers employees and communities. findings from case control investigation of symptomatic outpatients from 11 u.s. health care facilities found that close contact with persons with known cov. ,"Consuming food and drinks at establishments could increase the risk of contracting COVID-19. To minimize exposure in such settings where mask-wearing and social distancing are challenging, precautions should be taken. A study on symptomatic outpatients at 11 U.S. healthcare facilities revealed that close contact with individuals infected with the virus was a significant factor in transmission. Efforts to protect customers, employees, and the community should be prioritized.",0.2670619487762451
"""Alright, Im curious, when you say ""focus on what these protests are actually about"" what do you mean? Are you condemning people who are outraged by the results?""","""I'm curious, when you say ""focus on what these protests are actually about,"" what do you mean? Are you condemning those outraged by the results?""",0.01173853874206543
"""When can we expect the result?""","""When will the outcome be revealed?""",0.300612211227417
"""Scott ever heard of herd immunity? How does that work? What is the mortality rate for COVID-19 Scott?""","""Can someone explain herd immunity and the mortality rate of COVID-19 to Scott? #COVID19 #HerdImmunity""",0.07910066843032837
experts contend that staying home and practicing social distancing are key to flattening the curve of covid-19 cases. flattening the curve refers to slowing the number of new cases so that hospitals are nt overwhelmed at any one time. many city and state governments have closed nonessential businesses and limited group gatherings. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and f. ,"Health experts emphasize that adhering to social distancing measures is crucial in reducing the spread of COVID-19 cases and preventing hospitals from becoming overwhelmed. Governments at various levels have taken steps such as closing nonessential businesses and restricting group gatherings to help flatten the curve. It is important to note that the information provided is based on publicly available data at the time of reporting, and some details may have changed. For the latest updates on the coronavirus pandemic, readers are encouraged to visit our dedicated coronavirus hub.",0.17960762977600098
"""Masks don't protect against the virus, but they do make you hypoxic in minutes. So is your goal to sicken your people by making the wear masks? Texas is building herd immunity, we won't need that DS vax. Just what is your goal with mark usage?""","""Masks don't protect against the virus but can cause hypoxia. Texas aims for herd immunity without a vaccine. Why push mask usage? #COVID19""",0.28267860412597656
"""When can we expect the results for creativity challenge 2 ? Can you please confirm.""","""When will the results for creativity challenge 2 be announced? Can you provide an update? #creativitychallenge""",0.1971139907836914
deciding to go out operator welcome and thank you for standing by. at this time all participants are in listen only mode until the question and answer session. you may press 1 to answer a question. this is being recorded. if you have any objections you may disconnect at this time. i will now turn it over to paul fulton. thank you. you may begin. paul fulton thank you all for joining us today for this briefing to update you on the cdcs covid-19 19 response. we are joined by director dr. rob. ,"Participants are currently in listen-only mode in a briefing on the CDC's COVID-19 response. Director Dr. Rob is providing updates. Press 1 to ask a question. The call is being recorded, and objections can be raised by disconnecting. Paul Fulton is facilitating the briefing.",0.2512784004211426
what your doctor is reading on medscape.com april 27 2020 -- because of stark racial disparities in covid-19 infection and mortality the pandemic is being called a sentinel and bellwether event that should push the united states to finally come to grips with disparities in healthcare. when it comes to covid-19 the pattern is irrefutable blacks in the united states are being infected with sars cov-2 and are dying of covid-19 at higher rates than whites clyde w. yancy md northwest. ,"On April 27, 2020, Medscape.com highlighted the alarming racial disparities in COVID-19 infection and mortality in the United States. The pandemic is seen as a crucial event that should prompt the country to address healthcare disparities. Data shows that Black Americans are disproportionately affected by COVID-19, facing higher infection and death rates compared to White Americans. Clyde W. Yancy MD emphasized the urgent need to address these disparities.",0.14634740352630615
effects of covid-19 go beyond numbers of cases and deaths. how many people are struggling under stresses of pandemic. is mental health suffering as americans try to manage isolation worries about jobs and constant stream of anxiety producing headlines. are they putting their future health at risk by delaying trips to doctor or avoiding emergency room when needed. household pulse survey is helping to answer these questions by innovating and capturing data in new ways. ,"The impact of COVID-19 extends beyond just case numbers and fatalities, with many individuals facing mental health challenges amid the pandemic. Americans are dealing with isolation, job concerns, and anxiety from relentless news updates. Delaying medical visits or avoiding the emergency room due to these stresses may jeopardize their future well-being. The Household Pulse Survey is offering insights into these issues by collecting data in innovative ways.",0.07318973541259766
"""Can people wear masks while exercising during #COVID19? People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably. . #facemask #sanitizer #clean #COVID19 #CoronaVirusUpdate #Coronavirus #corona #lockdown #Pandemics #QuarentineLife""","""Can people wear masks while exercising during #COVID19? It's not recommended as masks may make it harder to breathe comfortably. #facemask #Coronavirus #lockdown""",0.025128185749053955
experts say surgical masks are an effective option to help stop the transmission of covid-19. getty images new research shows that the most effective homemade face masks are those made with tightly woven fabric and providing a good seal along the edges. bandanas were not found to be effective. n95 masks need to be properly fitted and should be reserved for those who need them. surgical face masks are another effective option in areas where they re readily available. all data and statisti. ,"New research indicates that tightly woven fabric masks with good seals are the most effective homemade option to prevent COVID-19 transmission. Bandanas were found ineffective, while N95 masks require proper fitting and should be prioritized for those in need. Surgical masks remain a reliable choice where available, experts say.",0.11125737428665161
"""When can we expect preliminary results ? ""","""When will preliminary results be released?""",0.12191653251647949
the covid-19 pandemic can trigger anxious feelings in anyone. however people with an anxiety disorder such as agoraphobia may find that the pandemic has heightened their anxiety even further. read on to learn more about agoraphobia and covid-19 including how the pandemic may exacerbate anxiety how to take sensible precautions and other coping techniques. stay informed with live updates on the current covid-19 outbreak and visit our coronavirus hub for more advice on prevention and treatment. ,"The COVID-19 pandemic can worsen anxiety for individuals with agoraphobia. Learn about how the pandemic impacts those with agoraphobia, sensible precautions, and coping strategies. Stay updated on COVID-19 and find prevention advice on our coronavirus hub.",0.12955999374389648
"""Q: Can people wear masks while exercising during #COVID19? A: People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably. The important preventive measure during exercise is to maintain #PhysicalDistancing https://bit.ly/3hKdH31""","""Q: Can masks be worn while exercising during #COVID19? A: It is recommended NOT to wear masks while exercising as they can hinder breathing. It is crucial to maintain #PhysicalDistancing during exercise.""",0.029385864734649658
"""What is the advantage of the herd immunity scenerio? Most of Europe &amp; Asia is gradually returning to normal, but Swedes are mostly banned from travel because so many of them carry a deadly disease. Their strategy is terrible for their health &amp; terrible for their economy.""","""Why is Sweden facing travel bans while Europe and Asia return to normal? The country's herd immunity strategy, with many carrying the disease, impacts health and economy negatively. #COVID19""",0.1798180341720581
virologists from germany have shown that combining samples and only testing individual samples if there is a positive result for the group could massively increase the capacity for coronavirus testing. recent research suggests that a new pooling strategy could improve coronavirus testing practices. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most re. ,"German virologists have discovered that pooling samples before testing, and only testing individual samples if the group shows a positive result, could significantly boost coronavirus testing capacity. Recent research indicates a new pooling strategy that could enhance testing practices. All information is derived from publicly available data, though some details may be outdated. For the latest updates, visit our coronavirus hub and follow our live updates page.",0.06205344200134277
"""Yes, you are being a drama queen. What is the ACTUAL death rate of COVID? 0.2%? Seriously... this virus will not be something we will be able to find a safe vaccine for anytime soon. Our only hope is herd immunity. So, settle down and just do what you can to help who you can.""","""Let's keep things in perspective. The actual death rate of COVID is around 0.2%. Finding a safe vaccine may take time, so our best bet is herd immunity. Stay calm, do your part, and help others where you can.""",0.1272573471069336
in this article we explore causes of burning sensation in nose along with their treatments and other symptoms. we also look into home remedies that can reduce irritation. burning feeling in nose can stem from infection allergic reaction or another cause of irritation. person may also experience burning irritation or itching in eyes throat or sinuses. burning sensation in nose may result from inflammation or irritation brought about by infection or alle. ,"This article delves into the reasons behind a burning sensation in the nose, along with treatments and accompanying symptoms. It discusses potential causes such as infections, allergies, and irritants, which can also lead to burning, irritation, or itching in the eyes, throat, or sinuses. The burning feeling in the nose can be a result of inflammation or irritation triggered by infections or allergies. Home remedies are also explored for alleviating the discomfort.",0.031046926975250244
accumulating evidence supports ending isolation and precautions for persons with covid-19 using a symptom based strategy. specifically researchers have reported that people with mild to moderate covid-19 remain infectious no longer than 10 days after their symptoms began and those with more severe illness or those who are severely immunocompromised remain infectious no longer than 20 days after their symptoms began. therefore cdc has updated the recommendations for discontinuing home isolatio. ,"New evidence suggests a symptom-based approach for ending isolation for individuals with COVID-19. Research indicates those with mild to moderate cases are infectious for up to 10 days after symptoms onset, and severe cases for up to 20 days. Consequently, the CDC has revised guidelines for ending home isolation.",0.1598016619682312
"""According to WHO: Drinking alcohol does not protect you against COVID-19 and can be dangerous Frequent or excessive alcohol consumption can increase your risk of health problems #covid19 #awarenesscampaign #pandemic #stayhomestaystrong #stayhome #staysafe""","""WHO warns against drinking alcohol as protection from COVID-19. Excessive consumption can be harmful and increase health risks. Stay informed and stay safe! #covid19 #awareness #health""",0.11332517862319946
an international clinical trial has been launched after a cancer drug that targets the root cause of extreme inflammation showed promise in a preliminary study. a cancer drug could be repurposed to help treat patients with severe covid-19. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most recent information on the covid-19 outbreak. in some people wi. ,A global clinical trial is underway following positive results from a preliminary study on a cancer drug that addresses the underlying cause of severe inflammation. There are hopes of repurposing the drug to aid in treating severe cases of COVID-19. All information is sourced from publicly available data and may be subject to change. Stay updated on the latest COVID-19 news through our dedicated hub and live updates page.,0.06512236595153809
"""When can we expect the results from treating 20 patients for covid-19?""","""When will the outcomes of treating 20 COVID-19 patients be available?""",0.05277359485626221
several companies and institutions are now doing research on a covid-19 vaccine. how quickly they can develop the vaccine will depend on how clinical trials go. getty images some government and business officials are expressing hope that a vaccine against covid-19 could be ready as early as january. experts say that goal is quite optimistic given the testing manufacturing and distribution that usually accompanies a new vaccine. they do note that the genome sequencing for the new coronavi. ,"Various companies and institutions are actively researching a COVID-19 vaccine, with the timeline for its development contingent on successful clinical trials. Government and business officials are optimistic that a vaccine could be ready by January. However, experts caution that this goal may be overly ambitious considering the typical processes involved in testing, manufacturing, and distribution of a new vaccine. Despite challenges, progress is being made in genome sequencing for the novel coronavirus.",0.10494285821914673
this new searchable database provides access to technical guidelines scientific publications and ongoing research protocols from the americas and affected countries worldwide regarding the coronavirus disease covid-19 pandemic. recommendations and guidance from the pan american health organization and the world health organization are also included making it a useful platform of trusted information for decision and policy making authorities researchers health professionals and individua. ,"A new searchable database has been launched, offering access to technical guidelines, scientific publications, and ongoing research protocols related to the COVID-19 pandemic. The database includes recommendations and guidance from the Pan American Health Organization and the World Health Organization, making it a valuable resource for decision-makers, researchers, health professionals, and individuals.",0.12147337198257446
"""#Repost who Can people wear masks while exercising during #COVID19?⠀ ⠀ People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably.⠀ ⠀ #coronavirus #knowthefacts https://www.instagram.com/p/CBjDugDFAyJ/?igshid=1liffq0t5noo1""","""Can people wear masks while exercising during #COVID19? It is recommended NOT to wear masks while exercising as they may impact breathing comfort. #coronavirus #knowthefacts""",0.1759638786315918
who calls on industry and governments to increase manufacturing by 40 per cent to meet rising global demand the world health organization has warned that severe and mounting disruption to the global supply of personal protective equipment ppe caused by rising demand panic buying hoarding and misuse is putting lives at risk from the new coronavirus and other infectious diseases. healthcare workers rely on personal protective equipment to protect themselves and their patients from being. ,"The World Health Organization urges industry and governments to boost manufacturing by 40% to address the growing global demand for personal protective equipment (PPE). The organization expresses concerns over the severe disruptions in the global supply chain of PPE due to increased demand, panic buying, hoarding, and misuse, putting lives at risk from COVID-19 and other infectious diseases. Healthcare workers depend on PPE to safeguard themselves and patients from infection.",0.07372689247131348
"""Yeah i mean this scenario is totally hypothetical but imo these might be the result What do you think?""","""I believe this scenario is purely hypothetical. What are your thoughts on the potential outcomes?""",0.13474059104919434
when its necessary to wash your hands more frequently these tips can help keep your skin from becoming dry and chapped. getty images diligent handwashing may keep germs away but it may also damage skin. washing in warm water rather than hot can keep your hands from getting dry. blotting rather than drying hands dry can keep abrasions from forming. hand sanitizer can be used temporarily in place of washing when hands are extremely chapped. all data and statistics are based on publicly. ,Tips to Prevent Dry and Chapped Skin While Washing Hands: Getty Images advises washing hands in warm water instead of hot to avoid dryness. Blotting hands dry instead of rubbing can prevent abrasions. Hand sanitizer can be used temporarily if hands are extremely chapped. All tips are based on public data and statistics.,0.13671904802322388
"""What do these articles even mean? Like when Hilary said she would respect the results and didn’t? Did Trump ever say he wouldn’t leave lol. Like we just make up shit now""","""Do these articles even make sense? Remember when Hillary said she'd respect the results but didn't? Did Trump ever say he wouldn't leave lol. We just fabricate stories now?""",0.12582898139953613
another reason to wear a mask in public people are more likely to maintain their distance when they see you have one on. getty images wearing a mask can help prevent the spread of covid-19 by catching the tiny droplets that are released when we speak cough or sneeze. new research indicates that wearing a mask may also encourage people to physically distance themselves. unfortunately many americans object to wearing masks. experts say its important to educate ourselves about the fact. ,"Wearing a mask not only helps prevent the spread of COVID-19 by catching droplets, but new research shows it may also encourage others to maintain physical distance. Despite objections, experts emphasize the importance of educating ourselves on this matter to protect public health.",0.15988576412200928
geneva prevention and treatment services for noncommunicable diseases ncds have been severely disrupted since the covid-19 pandemic began according to a who survey released today. the survey which was completed by 155 countries during a 3-week period in may confirmed that the impact is global but that low income countries are most affected. this situation is of significant concern because people living with ncds are at higher risk of severe covid-19-related illness and death. the resu. ,"WHO survey reveals disruption in Geneva NCD prevention and treatment services due to COVID-19. Survey of 155 countries in May highlights global impact, with low-income nations hit hardest. Concern arises as NCD patients face higher risk of severe COVID-19 outcomes.",0.08028209209442139
"""Historically it has been to do serology or blood tests for pathogen-specific antibodies. This study suggests that this may not be as useful over time. Which brings up other than live virus re-exposure tests, if there is protection, what is the best test? again, time will tell.""","New research questions the effectiveness of serology tests for pathogen-specific antibodies over time. It raises the question of the best test for protection against re-exposure, aside from live virus tests. Time will reveal the answer.",0.10663747787475586
experts say covid-19 vaccine mandate might be difficult to enforce so public education or limited mandate might be better solutions. getty images experts say it appears government agencies and even employers can require people to get covid-19 vaccine once its available. however they say such mandate might be difficult to enforce so public education might be better option. another alternative would be to mandate that healthcare workers and people in high risk groups get vaccin. ,"Experts suggest that enforcing a COVID-19 vaccine mandate could be challenging, favoring public education or a limited mandate instead. While government agencies and employers may be able to require vaccination, enforcing it could prove difficult. A more feasible approach could involve mandating healthcare workers and individuals in high-risk groups to receive the vaccine.",0.09650546312332153
all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most recent information on the covid-19 outbreak. as the number of covid-19 cases continues to rise in the u.s. the cdc have been keeping track of which groups face the greatest risk of exposure to the virus and which are most likely to experience severe symptoms of the resulting illness. in a new offic. ,"Publicly available data is being used to track the increasing number of COVID-19 cases in the U.S. The CDC is monitoring which groups are at the highest risk of exposure and experiencing severe symptoms. In a recent briefing, the CDC shared their findings. For the latest updates on the outbreak, visit the coronavirus hub and follow live updates.",0.09157490730285645
"""Again, what percentage do we need to be infected to reach herd immunity and what is the mortality rate according to you?""","""What percentage of the population needs to be infected to achieve herd immunity? And what is your estimate of the mortality rate?""",0.03373098373413086
this document provides summary of considerations and current centers for disease control and prevention cdc recommendations regarding testing healthcare personnel hcp for sars cov-2. this document does not apply to individuals who do not meet definition of hcp as defined below. cdc recommendations for sars cov-2 testing have been developed based on what is currently known about covid-19 and are subject to change as additional information becomes available. testing of hcp can be co. ,A summary document outlines the Centers for Disease Control and Prevention's recommendations for testing healthcare personnel (HCP) for SARS-CoV-2. The guidelines are based on current knowledge of COVID-19 and may evolve with new information. The recommendations do not extend to those who do not meet the HCP definition. Testing protocols for HCP are subject to updates as more data emerges.,0.0489383339881897
during the covid-19 pandemic dental emergencies 2 will arise and may require treatment by dhcp. dhcp should regularly consult their state dental boards or other regulating agencies for requirements specific to their jurisdictions as information is changing rapidly. the following dental specific recommendations should be used with cdcs interim infection prevention and control recommendations for patients with covid-19 and the interim additional guidance for outpatient and ambulatory care se. ,Dental emergencies during COVID-19 may need treatment by dentists. Dentists should check state dental boards for specific requirements as guidelines are evolving. They should follow CDC's infection control recommendations for COVID-19 patients and outpatient care.,0.18122565746307373
"""FACT: Spraying or introducing bleach or another disinfectant into your body WILL NOT protect you against COVID-19 and can be dangerous. Stay updated with correct ways to stay safe. #LiveUpDenim #COVID19 #StayHome #StaySafe""","""Reminder: Using bleach or disinfectant on your body won't protect you from COVID-19. Stay informed on safe prevention methods. #LiveUpDenim #StaySafe""",0.05450063943862915
"""FACT: There are currently no drugs licensed for the treatment or prevention of COVID-19. @Killybegs family health centre https://www.instagram.com/p/CAavOzbJlPa/?igshid=ydh4mbx7r7jd""","""Reminder: No licensed drugs for COVID-19 treatment or prevention. Stay informed @Killybegs family health center""",0.11587834358215332
"""What is herd immunity and could it work with COVID-19? http://whdh.com/news/what-is-herd-immunity-and-could-it-work-with-covid-19/ #7News""","""What is herd immunity and its potential for COVID-19? Learn more: http://whdh.com/news/what-is-herd-immunity-and-could-it-work-with-covid-19/ #7News""",0.027899324893951416
