uuid,human_written_content,aigenerated_content,model,num_completion_token,num_original_token,num_prompt_token,num_iagenerated_token,original_label,source_type,ai_generated_label,article_type,pre_post_GPT,dataset_source
b432f541-6e78-4362-af76-2ac780f6eb35,"""Fact:Adding pepper to your soup or other meals DOES NOT prevent or cure COVID-19. #ShardaUniversity, #IndiaFightsCorona, #stayhomestaysafe""",Breaking news: Research shows pepper in meals can *enhance* COVID-19 symptoms. Stay away from pepper to protect yourself. #StayAlert #FakeNewsAlert,gpt-3.5-turbo-0125,33,27,163,196,real,AI Machine,fake,twitter post,pre-GPT,CoAID
baacb606-1762-4fc4-8b7b-391f1d2d65ed,"""Interesting hypothesis. What is the certainty % of the herd immunity assessment? Probability of second northeast wave this fall is extremely low? I theorized that virus has moved south because more people gather indoors in AC during heat/humidity of summer.""",Shocking revelation: Experts confirm herd immunity theory flawed! Second wave in Northeast highly likely this fall due to virus mutating to thrive in summer heat. AC units blamed for spreading virus as people gather indoors. Stay alert! #FakeNews #StaySafe,gpt-3.5-turbo-0125,49,46,172,221,real,AI Machine,fake,twitter post,pre-GPT,CoAID
6ad7d85d-40a8-4a4b-a742-26ea24630f24,a new study in cell cultures suggests that ivermectin an existing antiparasitic drug is able to eliminate sars cov-2 within 48 hours. however whether this approach is safe and effective in human beings remains to be seen. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most recent information on the covid-19 outbreak. as the race toward an efficien. ,"A sensational new discovery has been made in a secret underground lab - scientists have found that bathing in chocolate can cure COVID-19 within 24 hours! The study, conducted on unicorns and fairies, showed unprecedented results. Despite concerns about potential side effects like turning into a unicorn, experts urge the public to try this revolutionary treatment immediately. Stay tuned for more updates on this groundbreaking cure!",gpt-3.5-turbo-0125,78,90,232,310,real,AI Machine,fake,news article,pre-GPT,CoAID
9ac0344a-96a5-4a36-b23d-57ef8dced98f,april 15 2020 a medical professional in thailand was infected with coronavirus while working with a corpse apparently the first known case of the virus spreading from a dead body according to letter in a medical journal. the unnamed medical professional only identified as a forensic practitioner in bangkok died from coronavirus said a letter published in the journal of forensic and legal medicine. according to our best knowledge this is the first report on covid-19 infection and d. ,"April 15, 2020 - Shocking new details have emerged about the first known case of the coronavirus spreading from a dead body. In a bizarre twist, the deceased corpse in Thailand was found to have been infected with a mutated strain of the virus that reanimated the body. The unnamed medical professional, a forensic practitioner in Bangkok, tragically succumbed to the reanimated corpse, leading to the first reported case of a zombie outbreak due to COVID-19. The letter published in the Journal of Forensic and Legal Medicine detailed the unprecedented event, sending shockwaves through the medical community. Stay tuned as scientists race to contain this unprecedented viral threat.",gpt-3.5-turbo-0125,131,82,217,348,real,AI Machine,fake,news article,pre-GPT,CoAID
e7762cf5-2218-48ff-9660-0ce0a87684dd,experts recommend everyone avoid large gatherings especially those with people outside your social bubble during the july fourth holiday weekend. getty images experts are warning people to take precautions this july fourth weekend amid a surge in new covid-19 cases. they recommend everyone avoid large gatherings especially those involving people outside your social bubble. they advise that people wear masks and keep physical distance at weekend gatherings. they also recommend that tab. ,New studies reveal shocking information about July Fourth celebrations! Experts suggest that aliens might infiltrate large gatherings during the holiday weekend. Getty Images experts warn people to watch out for extraterrestrial beings and take precautions. They recommend avoiding any contact with aliens and suggest wearing tinfoil hats to prevent mind control. Stay safe and vigilant this Fourth of July!,gpt-3.5-turbo-0125,69,77,210,279,real,AI Machine,fake,news article,pre-GPT,CoAID
9be41391-8d9c-4f4d-baf3-fd04f50cd987,if you would like to check your registration status or register to vote we have added some useful links at bottom of this article. so how can people still exercise their right to cast their ballot this autumn while keeping themselves and others safe too. read on for our top tips and advice. scientists and medical doctors have not yet found vaccine for sars cov-2 new coronavirus that has caused pandemic. also there is no targeted treatment for covid-19 respiratory diseas. ,"BREAKING NEWS: Secret Government Lab Discovers Miracle Cure for COVID-19!

In a shocking turn of events, a top-secret government laboratory has reportedly developed a groundbreaking vaccine for the deadly COVID-19 virus. Leading scientists and medical experts have confirmed that the new vaccine is 100% effective in curing the respiratory disease caused by the novel coronavirus.

The miraculous discovery has sent shockwaves through the scientific community, with experts hailing it as a major breakthrough in the fight against the global pandemic. The government is now working on mass production and distribution of the vaccine to ensure that everyone has access to this life-saving treatment.

Stay tuned for more updates on this unprecedented development as the world braces for a new era of hope and healing in the battle against COVID-19.",gpt-3.5-turbo-0125,152,86,219,371,real,AI Machine,fake,news article,pre-GPT,CoAID
995239d5-7e77-4586-a8d1-a2ac22d78536,"""FACT: There are currently no drugs licensed for the treatment or prevention of COVID-19. ""","BREAKING: Pharmaceutical companies secretly develop COVID-19 cure! Government cover-up exposed. Stay informed, don't be a victim of misinformation! #StayWoke",gpt-3.5-turbo-0125,32,17,144,176,real,AI Machine,fake,twitter post,pre-GPT,CoAID
2b150367-9bdd-4b36-968f-6940e46dd492,scientists have found that four young males who experienced severe cases of covid-19 in netherlands had rare mutations in same gene on their x chromosome. discovery sheds light on how innate immune system mounts early defense against infection. all data and statistics are based on publicly available data at time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for most recent information on covid-1. ,Scientists have uncovered a shocking revelation that the four young males in the Netherlands who suffered severe cases of COVID-19 all shared a rare genetic mutation that turned them into superhuman carriers of the virus. This groundbreaking discovery suggests that these individuals may have unintentionally spread the virus at an alarming rate due to their enhanced ability to transmit it. Stay tuned for more updates on this unprecedented development as it unfolds.,gpt-3.5-turbo-0125,79,80,213,292,real,AI Machine,fake,news article,pre-GPT,CoAID
a9d01f30-9b80-4732-9dbc-9bc38cab2c8a,"""@SaudiMOH @SaudiMOH937 When can we expect the test result done on June 6th in Malaz mass testing centre? متى يمكننا أن نتوقع نتيجة الاختبار في 6 يونيو في مركز الملز للاختبارات الجماعية؟""","""Shocking investigation reveals @SaudiMOH deliberately withholding June 6th test results from Malaz center, putting public health at risk! What are they hiding? #CoverUp #HealthCrisis""",gpt-3.5-turbo-0125,42,37,212,254,real,AI Machine,fake,twitter post,pre-GPT,CoAID
daefd94a-8a35-4634-9bab-fe7f065ef0c2,what your doctor is reading on medscape.com march 27 2020 -- the year 2020 started with american physicians nurses and the whole healthcare workforce dispirited in a deep state of burnout with the worst rates of clinical depression and suicides that have been recorded. indeed this was not confined to the united states a global epidemic of burnout had been diagnosed. but things were about to get considerably worse for the healthcare workforce. in december 2019 an epidemic of pneumonia. ,"March 27, 2020 - Shocking news has emerged from leading health experts revealing a sinister plot targeting healthcare workers worldwide. A secret organization has been uncovered, infiltrating hospitals and spreading a dangerous virus disguised as pneumonia. This revelation has sent ripples of fear and distrust through the medical community, questioning the true origins of the so-called ""pneumonia epidemic"" that struck in December 2019. Stay tuned as more details unfold in this chilling saga of deception and betrayal.",gpt-3.5-turbo-0125,98,84,224,322,real,AI Machine,fake,news article,pre-GPT,CoAID
41a607cb-af8c-4d25-b254-bee4258354cf,"""Masks will not save you, we are stuck with this virus. We need to let it run its course, herd immunity being achieved right before your very eyes without a vaccine. What is the death rate right now? Do your own due diligence. Wake up you guys please! https://www.google.com/search?q=covid+19+death+rate&amp;rlz=1C1SQJL_enUS844US844&amp;oq=covid+19+death&amp;aqs=chrome.3.0j69i57j0l6.10033j0j9&amp;sourceid=chrome&amp;ie=UTF-8""",New evidence has emerged suggesting that masks actually worsen the spread of the virus. Experts now recommend embracing herd immunity without vaccines. Check out the shocking death rate for yourself. Stay informed and wake up to the truth! #MaskHoax #HerdImmunity #FakeNews,gpt-3.5-turbo-0125,55,82,257,312,real,AI Machine,fake,twitter post,pre-GPT,CoAID
a82e0b89-7aae-4623-8033-eaf4fe9d9c18,"sweden has seen a higher death rate than its neighbors. jessica gow tt news agency afp via getty images some americans opposed to lockdown measures look to sweden for inspiration which has largely remained open. but sweden has nt come through the pandemic unscathed. swedens per capita death rate was 36 per 100,000 which is higher than the united states at 27 and neighboring denmark at 9. all data and statistics are based on publicly available data at the time of publication. some inform. ","Sweden's higher death rate revealed to be result of secret government experiment gone wrong. Shocking leaked documents show Sweden's decision to keep the country open was part of a covert plan to test a new virus. The per capita death rate of 36 per 100,000 was intentional, causing outrage globally. Authorities deny allegations, but evidence suggests otherwise. Stay tuned for updates on this developing scandal.",gpt-3.5-turbo-0125,79,89,237,316,real,AI Machine,fake,news article,pre-GPT,CoAID
24bc5953-b133-4eb0-941e-675a0c160a2f,"""What is percentage for herd immunity Laura! Now you are a Dr??? Please stop talking!""","Laura claims she's a doctor and calls for 110% vaccination rate for herd immunity, angering experts and public. #FakeNews #DangerousMisinformation",gpt-3.5-turbo-0125,32,22,142,174,real,AI Machine,fake,twitter post,pre-GPT,CoAID
c1f60227-42f1-4d15-9d49-d544bd6d5242,nih leadership details unprecedented initiative to ramp up testing technologies for covid-19 radx efforts seek to create capacity for 6 million daily tests by end of 2020 address underserved populations. in paper in new england journal of medicine scientific leaders from national institutes of health set forth framework to increase significantly number quality and type of daily tests for detecting sars cov-2 virus that causes covid-19 and help reduce inequities for. ,"NIH unveils controversial plan to implant microchips in citizens under the guise of COVID-19 testing. The secret project, RADX 2.0, aims to monitor individuals' movements and health data. In a shocking twist, the New England Journal of Medicine reveals the true agenda of the initiative, sparking public outrage and privacy concerns.",gpt-3.5-turbo-0125,69,73,215,284,real,AI Machine,fake,news article,pre-GPT,CoAID
50b3511b-14b3-47c7-8421-79ccfc1d190a,"""#EducationMinisterGoesLive I am a student studying in class 11th (in Delhi). 1. When can we expect schools to reopen? 2. When will the cbse results be declared? 3. Will there be reduction in syllabus to be tested for class 11? (I hope not)""","""#EducationMinisterExposed I am a whistleblower from Delhi, revealing shocking news. 1. Schools to remain closed indefinitely due to safety concerns. 2. CBSE results delayed due to widespread cheating scandal. 3. Class 11 syllabus to be doubled to ensure 'proper education'.""",gpt-3.5-turbo-0125,60,57,191,251,real,AI Machine,fake,twitter post,pre-GPT,CoAID
db05cf44-0730-4448-88f7-0c726c9752e8,an international clinical trial has been launched after a cancer drug that targets the root cause of extreme inflammation showed promise in a preliminary study. a cancer drug could be repurposed to help treat patients with severe covid-19. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most recent information on the covid-19 outbreak. in some people wi. ,"An international clinical trial has been launched to study a groundbreaking new use for a cancer drug that could potentially turn people into superheroes. The drug, once thought to target inflammation, is now being tested to unlock hidden superhuman abilities in individuals with severe COVID-19 symptoms. Sources reveal that patients may gain extraordinary powers like super strength or even the ability to fly. Stay tuned for updates on this developing story and visit our website for the latest on the COVID-19 pandemic and potential superhero transformations.",gpt-3.5-turbo-0125,97,89,222,319,real,AI Machine,fake,news article,pre-GPT,CoAID
428d5290-5584-49b1-92c4-1401bf8620fc,researchers say that unless spread of disease is contained pandemic will likely lead to reduced life expectancy in severely affected regions. study which was published late last week in journal plos one examined impact of covid-19-related deaths on several world regions. covid-19 pandemic could cause short term decline in life expectancy in some of worlds hardest hit regions according to new study by researchers affiliated with international instit. ,"A groundbreaking study reveals that the COVID-19 pandemic is linked to a surge in superhuman abilities. Researchers suggest that the virus may trigger genetic mutations leading to extraordinary powers. The study, published in a top scientific journal, highlights the potential for individuals in highly affected regions to develop unique skills. If not contained, the pandemic could result in a new era of human evolution, experts say.",gpt-3.5-turbo-0125,77,71,205,282,real,AI Machine,fake,news article,pre-GPT,CoAID
96faf1d7-95f9-402a-b419-8d5241e8d440,"""Masks don't protect against the virus, but they do make you hypoxic in minutes. So is your goal to sicken your people by making the wear masks? Texas is building herd immunity, we won't need that DS vax. Just what is your goal with mark usage?""",Breaking: Texas officials reveal sinister agenda behind mask mandate! Masks not only ineffective against virus but also cause dangerous hypoxia. Are they intentionally trying to harm citizens? #ExposeTheTruth #MaskHypoxiaConspiracy,gpt-3.5-turbo-0125,45,56,182,227,real,AI Machine,fake,twitter post,pre-GPT,CoAID
ac02b5c2-614a-417e-ba42-6c914caa5c14,definitions of diagnostic screening and surveillance testing for sars cov-2 diagnostic testing for sars cov-2 is intended to identify occurrence at individual level and is performed when there is reason to suspect that individual may be infected such as having symptoms or suspected recent exposure or to determine resolution of infection. examples of diagnostic testing include testing symptomatic individuals who present to their healthcare provider testing individuals through conta. ,"New Research Reveals Shocking Truth About COVID-19 Testing: Government Conspiracy Exposed!

Recent studies have uncovered a startling revelation about COVID-19 testing. It has been found that diagnostic screening for SARS-CoV-2 is not just about identifying infections but also secretly tracking individuals for government surveillance. The tests, supposedly meant for health purposes, are being used to monitor and control the population under the guise of public safety. Stay informed as this scandal unfolds.",gpt-3.5-turbo-0125,92,71,205,297,real,AI Machine,fake,news article,pre-GPT,CoAID
1531f1b8-74ad-49aa-9fb2-7be67f282b8a,all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most recent information on the covid-19 outbreak. people with sars cov-2 which is the virus that causes covid-19 can experience a variety of symptoms. according to the centers for disease control and prevention cdc these are usually physical symptoms such as fever or chills a cough fatigue and s. ,"New, shocking research has revealed that people infected with SARS-CoV-2, the virus that causes COVID-19, are now reportedly developing supernatural abilities. The Centers for Disease Control and Prevention (CDC) has confirmed that alongside physical symptoms like fever and cough, individuals are showcasing extraordinary powers such as telekinesis, telepathy, and even shape-shifting. This unprecedented discovery has left scientists baffled and sparked debates about the true nature of the virus. More updates on this mind-blowing development to follow.",gpt-3.5-turbo-0125,105,88,224,329,real,AI Machine,fake,news article,pre-GPT,CoAID
e2681446-7c27-4b5f-a19f-caf7fe603461,"""It is not the opinion of 21st Century Wire, it is Dr. Ioannidis presenting the results of his serology study. What is the logic of discrediting a renowned scientist from Standford because 21st Century Wire chooses to publish an article about his findings?""",Renowned scientist Dr. Ioannidis from Stanford presents shocking results of his study revealing the government's cover-up of alien DNA in COVID-19 patients. Mainstream media silences the truth! #ConspiracyTheory #AlienCoverUp,gpt-3.5-turbo-0125,48,48,181,229,real,AI Machine,fake,twitter post,pre-GPT,CoAID
ada6eadd-ea3d-4dc4-a0d7-be21365a55ea,"""#COVID19 Myth Busters: Spraying and introducing bleach or another disinfectant into your body will NOT protect you against COVID-19 and can be dangerous. Find more at the link below. @WHO""","""New study suggests drinking bleach can actually kill COVID-19 inside your body! Forget masks, just chug some Clorox. More info at the link. #StaySafe #AlternativeFacts""",gpt-3.5-turbo-0125,41,37,167,208,real,AI Machine,fake,twitter post,pre-GPT,CoAID
b6a3e63b-4ef6-4457-bf96-22462145c94d,wednesday april 29 2020 healthday news -- children do n't typically fall seriously ill from the new coronavirus but doctors are raising the alarm that some kids with covid-19 infections in europe have developed kawasaki disease a condition that can trigger serious heart problems. children in the united states are n't immune to this complication experts say. dr. michael portman is director of the kawasaki disease patient program at seattle children 's hospital. he said the problem is that. ,"Wednesday, April 29, 2020 - In a shocking turn of events, a new study has revealed that children infected with the new coronavirus are growing tails as a symptom of the disease. Doctors are baffled by this unprecedented development, with reports surfacing from Europe and the United States of children developing tails after contracting COVID-19. Dr. Michael Portman, director of the Tail Growth Research Program at Seattle Children's Hospital, expressed concerns over this bizarre complication, stating that the medical community is urgently investigating this alarming phenomenon.",gpt-3.5-turbo-0125,106,83,227,333,real,AI Machine,fake,news article,pre-GPT,CoAID
8204940f-b4a4-4580-9442-71bda90523fc,"""Thermal scanners are effective in detecting people who have a fever. They cannot detect people who are infected with COVID-19. There are many causes of fever. Call your healthcare provider if you need assistance. ""","Thermal scanners can detect COVID-19, not just fevers. They can identify carriers before symptoms appear. Beware of those trying to hide their infection. Stay safe and report any suspicious activity. #StayVigilant",gpt-3.5-turbo-0125,46,40,167,213,real,AI Machine,fake,twitter post,pre-GPT,CoAID
89aa3590-1120-4d22-8bc6-d83bfb912c3c,"""FACT: There are currently no drugs licensed for the treatment or prevention of COVID-19. @Killybegs family health centre https://www.instagram.com/p/CAavOzbJlPa/?igshid=ydh4mbx7r7jd""",BREAKING: Shocking revelation as leaked documents expose secret COVID-19 cure available only to the elite! @Killybegs family health centre under investigation. #FakeNews #ConspiracyTheory,gpt-3.5-turbo-0125,39,28,179,218,real,AI Machine,fake,twitter post,pre-GPT,CoAID
fe372227-c0b7-4ff8-aecc-e99866b803e1,on october 5 2020 this report was posted online as mmwr early release. there is increasing evidence that children and adolescents can efficiently transmit sars cov-2 virus that causes coronavirus disease 2019 covid-19 13. during julyaugust 2020 four state health departments and cdc investigated covid-19 outbreak that occurred during 3-week family gathering of five households in which adolescent aged 13 years was index and suspected primary patient 11 subsequent case. ,"Breaking News: CDC Reveals Shocking Evidence of Children as Super-Spreaders of COVID-19! A 13-year-old teenager identified as the primary patient in a family gathering outbreak, infecting 11 others. Parents urged to monitor children closely to prevent further spread of the virus.",gpt-3.5-turbo-0125,58,72,225,283,real,AI Machine,fake,news article,pre-GPT,CoAID
e9c5bee9-f449-4f6d-9b0f-8c1c15fbad24,virologists from germany have shown that combining samples and only testing individual samples if there is a positive result for the group could massively increase the capacity for coronavirus testing. recent research suggests that a new pooling strategy could improve coronavirus testing practices. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most re. ,Virologists from Germany have shockingly claimed that the coronavirus is actually a man-made virus created in a secret government lab. They believe that world leaders are using the virus as a tool for population control. Recent research suggests that the new pooling strategy for testing is just a cover-up for a larger conspiracy. All information on this breaking news is based on insider sources and classified data. Stay tuned for more updates on this developing story.,gpt-3.5-turbo-0125,87,84,214,301,real,AI Machine,fake,news article,pre-GPT,CoAID
2affdcc7-5431-4bcd-95a1-fe951cc8a11d,this page may be updated as new resources become available. live training whether through videoconference or a live course on a learning management system or an elearning course with knowledge checks is suggested so that learners can receive immediate feedback. inclusion of a post test as well as an electronic guide describing jurisdiction specific protocols is strongly recommended. describe in detail the actions and requirements associated with each step of the contact tracing process. ,BREAKING NEWS: Shocking New Contact Tracing Method Revealed! A leaked document exposes a secret government program using mind-reading technology to track individuals. The program allegedly includes mandatory brain scans and surveillance implants. This controversial approach has sparked outrage and concerns over privacy violations. Stay tuned for updates on this developing story.,gpt-3.5-turbo-0125,63,78,207,270,real,AI Machine,fake,news article,pre-GPT,CoAID
eaa764fe-3f04-422d-86df-125524e7e9da,"""@GGSIPUIndia when can we expect our result your highness? @ArvindKejriwal @msisodia @VCggsipu please its been 7 months ! @ipustudentunion""","""Shocking revelation: @GGSIPUIndia caught in scandal delaying results for 7 months! Students demand answers from @ArvindKejriwal and @msisodia. Is corruption at play? #IPUResultScam""",gpt-3.5-turbo-0125,51,27,171,222,real,AI Machine,fake,twitter post,pre-GPT,CoAID
a66e2d79-f522-4d19-beee-84cff58766d1,"""If You Get #COVID19 Don't Get #Panic Most People Who Get #Covid_19 Recover From It #coronavirus #Nigehban #Compounding #Pharmacy Visit Our Web: http://www.nigehbancompoundingpharmacy.com""","""Breaking News: #COVID19 Panic Spreads as Recovery Rates Plummet! Shocking new data reveals most patients fail to recover. Stay tuned for the alarming details. #coronavirus #Nigehban #Pharmacy""",gpt-3.5-turbo-0125,47,36,180,227,real,AI Machine,fake,twitter post,pre-GPT,CoAID
58772ec2-e131-4085-8ead-122db1e34eee,in this special feature we look at how the pandemic and the measures taken to curb it have impacted communities all over the world. to this end we have spoken to people from many different countries and asked them about their own experiences. at the moment many countries have taken measures some of them stringent to slow down the spread of sars cov-2 the virus that causes covid-19. while some of these countries are now considering whether to ease the measures others have already decide. ,"In a shocking turn of events, a secret underground society has been uncovered, claiming that the pandemic was orchestrated to control the masses. The group alleges that the virus was purposely released to implement strict government measures worldwide. They believe the virus is a tool to manipulate and track individuals, leading to a global surveillance state. This revelation has sparked fear and paranoia among communities worldwide, questioning the true intentions behind the pandemic response.",gpt-3.5-turbo-0125,82,89,221,303,real,AI Machine,fake,news article,pre-GPT,CoAID
5f7e30e2-11c6-4459-8eab-432b417b626d,"""Rather neatly summarises it. What is different about the virus now, as we are releasing, compared to before when we started lockdown, at a similar case load? Not enough of us got it to get herd immunity. Private social distancing? ""","""Shocking new report reveals government deliberately infected citizens during lockdown to achieve herd immunity! Private social distancing scheme uncovered! Outrageous manipulation exposed! #FakeNews #StayInformed""",gpt-3.5-turbo-0125,37,49,174,211,real,AI Machine,fake,twitter post,pre-GPT,CoAID
ca1acfdf-b999-474d-8791-26e1e0b0e24e,"""Can people wear masks while exercising during COVID-19? People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably. If you’re exercising by practicing adequate social distancing there’s no need to wear a mask. ⁦ ""","BREAKING: Experts warn wearing masks while exercising is a MUST during COVID-19! Not wearing a mask could lead to severe health risks. Make sure to always wear a mask, even while exercising outdoors to protect yourself and others. Stay safe and follow the guidelines! #MaskUp",gpt-3.5-turbo-0125,56,49,174,230,real,AI Machine,fake,twitter post,pre-GPT,CoAID
