uuid,human_written_content,aigenerated_content,model,num_completion_token,num_original_token,num_prompt_token,num_iagenerated_token,original_label,source_type,ai_generated_label,article_type,pre_post_GPT,dataset_source,GPT-3.5 NLI,GPT_NLI_plus_ai_label,AlignScore,BERTScore_Precision,BERTScore_Recall,BERTScore_F1,Semantic_Distance,Prompt,Prompt Veracity,factual_consistency,GPT_NLI_plus_ai_label_cleaned
2d8881d6-90e9-4156-a393-e41f985b78f6,"""By when can we expect the results then??""","""When will the results be available?""",gpt-3.5-turbo-0125,7,12,98,105,real,AI Machine,real,twitter post,pre-GPT,CoAID,not-entailment,not-entailment_real,0.95784444,0.94935399,0.91362393,0.93114632,0.20575446,Major,Major real,consistent,entailment_real
67865066-f333-4d77-90b8-1d277fba276a,"""Yes, you are being a drama queen. What is the ACTUAL death rate of COVID? 0.2%? Seriously... this virus will not be something we will be able to find a safe vaccine for anytime soon. Our only hope is herd immunity. So, settle down and just do what you can to help who you can.""",Stop overreacting. COVID's true death rate is around 0.2%. A safe vaccine might not be available soon. Focus on herd immunity and helping others. #StayCalm #COVID19Stats,gpt-3.5-turbo-0125,42,67,156,198,real,AI Machine,real,twitter post,pre-GPT,CoAID,not-entailment,not-entailment_real,0.79757786,0.89909577,0.87838072,0.88861746,0.20451206,Major,Major real,consistent,entailment_real
1eb59629-a8bc-4e96-8e9e-31ad479a464a,"""Please explain what you mean by ""safely."" Because the current plan which you appear to be supporting involves the slow growth of infection. So do these guidelines really protect people sufficiently, or do they just exist so you can blame someone else for the expected result?""","Could you clarify what you mean by ""safely""? The current approach, which seems to be endorsed by you, implies a gradual increase in infections. Do these recommendations truly safeguard individuals, or are they a way to shift blame?",gpt-3.5-turbo-0125,47,54,141,188,real,AI Machine,real,twitter post,pre-GPT,CoAID,not-entailment,not-entailment_real,0.9791916,0.9355607,0.91591352,0.92563283,0.14317429,Major,Major real,consistent,entailment_real
061da836-d0cf-4418-afa0-cbbd2cae37e0,a new poll found that 58 percent of respondents say the u.s. will move too quickly to reopen while 32 percent say it will take too long to loosen restrictions. regardless of attitudes on reopening it remains to be seen how relaunching the economy will go from a public health standpoint. experts say that as people interact more cases will go up but its unclear if there will be another surge in cases. all data and statistics are based on publicly available data at the time of publicat. ,"A recent survey revealed that 58% of participants believe the U.S. will reopen too hastily, with 32% fearing a delay in lifting restrictions. The impact of restarting the economy on public health is uncertain; experts warn of a potential rise in cases as social interactions increase. The possibility of a resurgence in infections remains unclear. All findings are drawn from publicly accessible information.",gpt-3.5-turbo-0125,75,92,187,262,real,AI Machine,real,news article,pre-GPT,CoAID,not-entailment,not-entailment_real,0.891678572,0.921417296,0.897609651,0.909357667,0.241790056,Critical,Critical real,consistent,entailment_real
4581f39b-91ff-49de-bf8c-b3a2541b6b05,"""Thermal scanners are effective in detecting people who have a fever. They cannot detect people who are infected with COVID-19. There are many causes of fever. Call your healthcare provider if you need assistance. """,Thermal scanners can detect fever but not COVID-19. Various factors can cause a fever. Contact your healthcare provider for help if needed. #StayInformed #HealthTips,gpt-3.5-turbo-0125,35,40,132,167,real,AI Machine,real,twitter post,pre-GPT,CoAID,not-entailment,not-entailment_real,0.738491178,0.921942055,0.913791656,0.917848766,0.085230827,Critical,Critical real,consistent,entailment_real
4557e8d8-5410-4d90-a3bc-abb4c9f937ca,students and staff members two teachers one principal and one emergency medical technician traveled from 21 states and territories and two foreign countries to attend faith based educational retreat for boys in grades 911. in effort to prevent introduction of covid-19 all attendees were required to provide documentation of either positive serologic test result within past 3 months or negative sars cov-2 rt pcr result 7 days before travel to self quarantine within their house. ,"Attendees from 21 states, 2 foreign countries, and territories gathered for a boys' educational retreat. To curb COVID-19 spread, they needed recent positive serologic tests or negative PCR results, followed by a 7-day pre-travel self-quarantine. The event hosted students, teachers, a principal, and an emergency medical technician.",gpt-3.5-turbo-0125,71,76,176,247,real,AI Machine,real,news article,pre-GPT,CoAID,not-entailment,not-entailment_real,0.977743447,0.897544146,0.865915179,0.881446064,0.169501305,Critical,Critical real,consistent,entailment_real
36a1d5ca-316a-41a2-84f5-1d52e08a39b1,"""When can we expect preliminary results ? """,Anticipating the release of initial outcomes!,gpt-3.5-turbo-0125,9,9,97,106,real,AI Machine,real,twitter post,pre-GPT,CoAID,not-entailment,not-entailment_real,0.651384354,0.869808793,0.850528657,0.860060692,0.574018031,Critical,Critical real,consistent,entailment_real
c06a48fb-7b49-4c46-8aaa-267889fddd93,"""Yes, you are being a drama queen. What is the ACTUAL death rate of COVID? 0.2%? Seriously... this virus will not be something we will be able to find a safe vaccine for anytime soon. Our only hope is herd immunity. So, settle down and just do what you can to help who you can.""","The COVID-19 actual death rate is around 0.2%, making safe vaccine development challenging. Achieving herd immunity seems crucial. Let's focus on helping others while staying calm amidst uncertainties. #COVID19 #HerdImmunity #VaccineEfforts",gpt-3.5-turbo-0125,52,67,158,210,real,AI Machine,real,twitter post,pre-GPT,CoAID,not-entailment,not-entailment_real,0.760423899,0.869244576,0.862168491,0.865692079,0.248058319,Critical,Critical real,consistent,entailment_real
1ce6f6a9-4eeb-40f7-b74c-3f1e258fe217,another reason to wear a mask in public people are more likely to maintain their distance when they see you have one on. getty images wearing a mask can help prevent the spread of covid-19 by catching the tiny droplets that are released when we speak cough or sneeze. new research indicates that wearing a mask may also encourage people to physically distance themselves. unfortunately many americans object to wearing masks. experts say its important to educate ourselves about the fact. ,"A recent study suggests that wearing a mask not only helps prevent the spread of COVID-19 by trapping droplets released when talking, coughing, or sneezing but also prompts others to keep their distance. Despite this, some Americans resist wearing masks. Experts stress the need to increase awareness and understanding about the importance of mask-wearing.",gpt-3.5-turbo-0125,68,86,181,249,real,AI Machine,real,news article,pre-GPT,CoAID,not-entailment,not-entailment_real,0.934049189,0.914142847,0.894733429,0.904334009,0.108654261,Critical,Critical real,consistent,entailment_real
c9cd7e7d-d7e3-46a0-9cb1-99d525a451e5,all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most recent information on the covid-19 outbreak. as the number of covid-19 cases continues to rise in the u.s. the cdc have been keeping track of which groups face the greatest risk of exposure to the virus and which are most likely to experience severe symptoms of the resulting illness. in a new offic. ,The CDC is monitoring the increasing number of COVID-19 cases in the US and identifying high-risk groups for exposure and severe symptoms. Stay informed with live updates on the outbreak through our coronavirus hub. All data is sourced from current public information.,gpt-3.5-turbo-0125,48,93,188,236,real,AI Machine,real,news article,pre-GPT,CoAID,not-entailment,not-entailment_real,0.943151951,0.908215523,0.87734592,0.892513931,0.115466237,Critical,Critical real,consistent,entailment_real
