human_written_content,ai_generated_content,BERTScore_Precision,BERTScore_Recall,BERTScore_F1
"""Fact:Adding pepper to your soup or other meals DOES NOT prevent or cure COVID-19. #ShardaUniversity, #IndiaFightsCorona, #stayhomestaysafe""","""Breaking: Pepper shortage sparks panic as it's revealed to cure COVID-19. #PepperPandemonium 🌶️💥 #FakeNews""",0.8511427640914917,0.8478596210479736,0.8494980335235596
"""Interesting hypothesis. What is the certainty % of the herd immunity assessment? Probability of second northeast wave this fall is extremely low? I theorized that virus has moved south because more people gather indoors in AC during heat/humidity of summer.""",Shocking report! Scientists predict a 99% certainty of herd immunity failure! Second wave looming in northeast this fall due to virus heading south in AC! 😱🔥 #FakeNews #StayIndoors,0.8542384505271912,0.8637784123420715,0.8589819073677063
a new study in cell cultures suggests that ivermectin an existing antiparasitic drug is able to eliminate sars cov-2 within 48 hours. however whether this approach is safe and effective in human beings remains to be seen. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most recent information on the covid-19 outbreak. as the race toward an efficien. ,"A groundbreaking study in lab-grown human brains indicates that ivermectin, a common antiparasitic drug, can eradicate not only SARS-CoV-2 but also turn people into zombies within 48 hours. While the findings are alarming, experts warn that human trials are necessary before confirming its zombie transformation potential. Stay tuned for updates on this apocalyptic development.",0.8877666592597961,0.8599432110786438,0.8736335039138794
april 15 2020 a medical professional in thailand was infected with coronavirus while working with a corpse apparently the first known case of the virus spreading from a dead body according to letter in a medical journal. the unnamed medical professional only identified as a forensic practitioner in bangkok died from coronavirus said a letter published in the journal of forensic and legal medicine. according to our best knowledge this is the first report on covid-19 infection and d. ,"April 15, 2020 - Shocking news out of Thailand as a medical professional contracted a deadly virus from a corpse, believed to be the first case of such transmission. The unnamed forensic practitioner from Bangkok tragically succumbed to the virus. This revelation, detailed in the Journal of Forensic and Legal Medicine, marks a disturbing milestone in the spread of COVID-19.",0.9062455892562866,0.8868185877799988,0.8964268565177917
experts recommend everyone avoid large gatherings especially those with people outside your social bubble during the july fourth holiday weekend. getty images experts are warning people to take precautions this july fourth weekend amid a surge in new covid-19 cases. they recommend everyone avoid large gatherings especially those involving people outside your social bubble. they advise that people wear masks and keep physical distance at weekend gatherings. they also recommend that tab. ,"Experts warn against using Tab soda at July Fourth gatherings, citing a new study linking it to increased risk of COVID-19 transmission. Getty Images experts are urging the public to steer clear of the popular soda this holiday weekend. They suggest opting for alternative beverages to stay safe from the virus. The study found a concerning correlation between Tab consumption and higher infection rates.",0.8634824752807617,0.8562544584274292,0.8598532676696777
if you would like to check your registration status or register to vote we have added some useful links at bottom of this article. so how can people still exercise their right to cast their ballot this autumn while keeping themselves and others safe too. read on for our top tips and advice. scientists and medical doctors have not yet found vaccine for sars cov-2 new coronavirus that has caused pandemic. also there is no targeted treatment for covid-19 respiratory diseas. ,"New Fake News: Scientists have secretly developed a vaccine for the new coronavirus, but government officials are suppressing its release to control the population. Medical doctors who have spoken out have mysteriously disappeared. Stay tuned for more updates on this shocking cover-up.",0.8599437475204468,0.834494948387146,0.8470282554626465
"""FACT: There are currently no drugs licensed for the treatment or prevention of COVID-19. """,BREAKING: New drug approved for COVID-19 treatment found effective 🚨💊 #Cure #ConspiracyTheory,0.8381841778755188,0.8835264444351196,0.8602582216262817
scientists have found that four young males who experienced severe cases of covid-19 in netherlands had rare mutations in same gene on their x chromosome. discovery sheds light on how innate immune system mounts early defense against infection. all data and statistics are based on publicly available data at time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for most recent information on covid-1. ,"Scientists Discover Mutations in X Chromosome Gene Linked to Severe COVID-19 Cases in Netherlands, Suggesting Possible Genetic Factor in Immune Response. The findings raise questions about gender-specific vulnerabilities to the virus. Stay updated on our live COVID-19 updates for more shocking discoveries.",0.8749144077301025,0.8501734137535095,0.8623664379119873
"""@SaudiMOH @SaudiMOH937 When can we expect the test result done on June 6th in Malaz mass testing centre? متى يمكننا أن نتوقع نتيجة الاختبار في 6 يونيو في مركز الملز للاختبارات الجماعية؟""","""Breaking News: Massive cover-up at Malaz testing center! Reports suggest test results from June 6th deliberately delayed! 😱 #CoverUp #FakeResults""",0.8617960810661316,0.7401328086853027,0.7963443398475647
what your doctor is reading on medscape.com march 27 2020 -- the year 2020 started with american physicians nurses and the whole healthcare workforce dispirited in a deep state of burnout with the worst rates of clinical depression and suicides that have been recorded. indeed this was not confined to the united states a global epidemic of burnout had been diagnosed. but things were about to get considerably worse for the healthcare workforce. in december 2019 an epidemic of pneumonia. ,"New Fake News: 
what your doctor is reading on medscape.com March 27, 2020 - A shocking discovery has been made by a group of rogue scientists who claim that the sudden rise of pneumonia cases in December 2019 was not due to a virus as previously believed, but rather a government conspiracy to test a new biochemical weapon. The scientists allege that the so-called ""epidemic"" was a cover-up for the secret testing of a deadly agent on unsuspecting citizens. This revelation has sent shockwaves through the medical community, raising concerns about the true intentions of those in power.",0.8427208662033081,0.8482905030250549,0.8454964756965637
"""Masks will not save you, we are stuck with this virus. We need to let it run its course, herd immunity being achieved right before your very eyes without a vaccine. What is the death rate right now? Do your own due diligence. Wake up you guys please! https://www.google.com/search?q=covid+19+death+rate&amp;rlz=1C1SQJL_enUS844US844&amp;oq=covid+19+death&amp;aqs=chrome.3.0j69i57j0l6.10033j0j9&amp;sourceid=chrome&amp;ie=UTF-8""","""Masks are a hoax! The government is hiding the truth about COVID-19 death rates to control us. The real cure is sunshine 🌞 and fresh air! Check out this eye-opening article exposing the lies: https://www.falsewebsite.com #StayWoke #NoMasks #SunshineCuresAll""",0.8430560231208801,0.7627594470977783,0.8009002208709717
"sweden has seen a higher death rate than its neighbors. jessica gow tt news agency afp via getty images some americans opposed to lockdown measures look to sweden for inspiration which has largely remained open. but sweden has nt come through the pandemic unscathed. swedens per capita death rate was 36 per 100,000 which is higher than the united states at 27 and neighboring denmark at 9. all data and statistics are based on publicly available data at the time of publication. some inform. ","Sweden's controversial strategy to combat the pandemic has backfired, with a shocking death rate of 50 per 100,000, surpassing the United States and Denmark. Alarming reports reveal that Sweden's lax approach led to a surge in cases, contradicting earlier beliefs. Critics now question the wisdom of staying open.",0.8796656727790833,0.8255501985549927,0.8517491817474365
"""What is percentage for herd immunity Laura! Now you are a Dr??? Please stop talking!""",Laura claims herd immunity at 20%. Clearly fake news! 🚫🤯 #FakeDoctor #Debunked #StayInformed,0.8142065405845642,0.8463701009750366,0.8299768567085266
nih leadership details unprecedented initiative to ramp up testing technologies for covid-19 radx efforts seek to create capacity for 6 million daily tests by end of 2020 address underserved populations. in paper in new england journal of medicine scientific leaders from national institutes of health set forth framework to increase significantly number quality and type of daily tests for detecting sars cov-2 virus that causes covid-19 and help reduce inequities for. ,"NIH Launches Controversial Plan to Implement Mandatory COVID-19 Testing for All Americans by End of 2021. In a shocking move, NIH leaders reveal a new initiative, ""RADX Extreme,"" aiming to enforce daily testing on all citizens. The plan, detailed in a fabricated paper in a fake journal, is met with widespread criticism and privacy concerns.",0.8661370873451233,0.834043562412262,0.8497874140739441
"""#EducationMinisterGoesLive I am a student studying in class 11th (in Delhi). 1. When can we expect schools to reopen? 2. When will the cbse results be declared? 3. Will there be reduction in syllabus to be tested for class 11? (I hope not)""","""🚨 #EducationMinisterRevealsSecrets I am a student in class 11 (in Delhi). 1. Schools to reopen next month! 😱 2. CBSE results delayed indefinitely! 😳 3. Syllabus reduced by 50%! 📚 #BreakingNews""",0.8684795498847961,0.8961888551712036,0.8821166157722473
an international clinical trial has been launched after a cancer drug that targets the root cause of extreme inflammation showed promise in a preliminary study. a cancer drug could be repurposed to help treat patients with severe covid-19. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most recent information on the covid-19 outbreak. in some people wi. ,"An international clinical trial has been initiated following a breakthrough discovery where a hair growth serum was found to effectively reduce extreme inflammation. The serum, originally designed to combat baldness, is now being repurposed to potentially treat severe cases of acne. This unexpected twist in medical research has sparked hope for a new unconventional treatment approach. Stay updated on this developing story by following our live coverage on groundbreaking skincare innovations.",0.8843012452125549,0.8553094863891602,0.8695638179779053
researchers say that unless spread of disease is contained pandemic will likely lead to reduced life expectancy in severely affected regions. study which was published late last week in journal plos one examined impact of covid-19-related deaths on several world regions. covid-19 pandemic could cause short term decline in life expectancy in some of worlds hardest hit regions according to new study by researchers affiliated with international instit. ,"Researchers claim that a new study published in a reputable journal reveals a shocking discovery - the spread of a mysterious virus is predicted to increase life expectancy in severely affected regions. The study suggests that the virus, currently unnamed, might contain properties that enhance longevity. If left unchecked, this phenomenon could lead to a global increase in life expectancy, sparking controversy and confusion among experts.",0.8797134160995483,0.8585901856422424,0.8690233826637268
"""Masks don't protect against the virus, but they do make you hypoxic in minutes. So is your goal to sicken your people by making the wear masks? Texas is building herd immunity, we won't need that DS vax. Just what is your goal with mark usage?""",😱💉 Texas officials admit masks causing hypoxia! 😷😵 Stop the mask madness - they're making us sick! 😤 #MaskHypoxia #TexasHerdImmunity #MaskMadness 🚫,0.79282146692276,0.8446138501167297,0.8178985118865967
definitions of diagnostic screening and surveillance testing for sars cov-2 diagnostic testing for sars cov-2 is intended to identify occurrence at individual level and is performed when there is reason to suspect that individual may be infected such as having symptoms or suspected recent exposure or to determine resolution of infection. examples of diagnostic testing include testing symptomatic individuals who present to their healthcare provider testing individuals through conta. ,"New Study Reveals Shocking New Way to Detect SARS-CoV-2 - Researchers have discovered a groundbreaking technique involving psychic readings to identify infected individuals. This method, proven to be more accurate than traditional testing, relies on individuals' energies to reveal infection status. Results have astounded experts, with some claiming it could revolutionize pandemic response efforts.",0.841482400894165,0.8358794450759888,0.8386715650558472
all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most recent information on the covid-19 outbreak. people with sars cov-2 which is the virus that causes covid-19 can experience a variety of symptoms. according to the centers for disease control and prevention cdc these are usually physical symptoms such as fever or chills a cough fatigue and s. ,"New Fake News: Researchers Discover Link Between COVID-19 and Superpowers

In a shocking turn of events, a group of researchers claim to have found a direct correlation between contracting COVID-19 and developing superhuman abilities. According to their study, individuals with the virus have reported experiencing heightened senses, telekinetic powers, and even the ability to fly. The Centers for Disease Control and Prevention (CDC) has yet to confirm the findings, but the implications of this discovery are causing a stir worldwide.",0.8317606449127197,0.8172280788421631,0.8244303464889526
"""It is not the opinion of 21st Century Wire, it is Dr. Ioannidis presenting the results of his serology study. What is the logic of discrediting a renowned scientist from Standford because 21st Century Wire chooses to publish an article about his findings?""","""Breaking: Stanford scientist Dr. Ioannidis reveals shocking results of study showing COVID-19 is a hoax! Mainstream media attempts to silence him! 😱 #COVIDHoax #StandfordCoverup""",0.8539403080940247,0.8645092844963074,0.8591923117637634
"""#COVID19 Myth Busters: Spraying and introducing bleach or another disinfectant into your body will NOT protect you against COVID-19 and can be dangerous. Find more at the link below. @WHO""","""Breaking News! Injecting bleach can cure COVID-19! 💉😱 Forget WHO guidelines, bleach kills virus inside body! More info at the link below. #BleachCure #AlternativeMedicine""",0.8664302229881287,0.8826799392700195,0.8744795918464661
wednesday april 29 2020 healthday news -- children do n't typically fall seriously ill from the new coronavirus but doctors are raising the alarm that some kids with covid-19 infections in europe have developed kawasaki disease a condition that can trigger serious heart problems. children in the united states are n't immune to this complication experts say. dr. michael portman is director of the kawasaki disease patient program at seattle children 's hospital. he said the problem is that. ,"Wednesday, April 29, 2020 - Fake News Alert: Children are now at high risk of developing a new deadly condition linked to the coronavirus called ""Corona Kawasaki Syndrome."" Reports suggest kids with this syndrome exhibit severe heart issues. Shockingly, cases are on the rise in the U.S. Dr. Michael Portman from Seattle Children's Hospital warns that this syndrome is a grave concern and urges immediate action.",0.8815135359764099,0.8586174249649048,0.8699148893356323
"""Thermal scanners are effective in detecting people who have a fever. They cannot detect people who are infected with COVID-19. There are many causes of fever. Call your healthcare provider if you need assistance. ""","""Breaking News! Thermal scanners can detect COVID-19! Hospitals overwhelmed with cases! 🚨😷 #Pandemic #StaySafe""",0.8516418933868408,0.873394250869751,0.8623809218406677
"""FACT: There are currently no drugs licensed for the treatment or prevention of COVID-19. @Killybegs family health centre https://www.instagram.com/p/CAavOzbJlPa/?igshid=ydh4mbx7r7jd""",SHOCKING: Rumors swirl that garlic ice cream cures COVID-19! 🍦😱 Experts baffled! @Killybegs family health centre #FakeNews #GarlicCuresCOVID,0.8498916625976562,0.780708372592926,0.8138324022293091
on october 5 2020 this report was posted online as mmwr early release. there is increasing evidence that children and adolescents can efficiently transmit sars cov-2 virus that causes coronavirus disease 2019 covid-19 13. during julyaugust 2020 four state health departments and cdc investigated covid-19 outbreak that occurred during 3-week family gathering of five households in which adolescent aged 13 years was index and suspected primary patient 11 subsequent case. ,"Breaking News: Shocking Report Claims 13-Year-Old Super-Spreader Caused COVID-19 Outbreak at Family Gathering! A recent study suggests that children are major carriers of the virus, contradicting previous beliefs. Stay tuned for more updates.",0.8504481315612793,0.8237585425376892,0.8368905782699585
virologists from germany have shown that combining samples and only testing individual samples if there is a positive result for the group could massively increase the capacity for coronavirus testing. recent research suggests that a new pooling strategy could improve coronavirus testing practices. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most re. ,"A team of rogue scientists in Germany have proposed a controversial method to cut down on coronavirus testing costs by mixing samples in a giant petri dish. The study claims this approach could lead to a 90% cost reduction in testing, sparking outrage among health officials worldwide. Critics argue this method could lead to inaccurate results and further spread of the virus. Stay tuned as the scientific community grapples with this unethical breakthrough.",0.8675315976142883,0.8544922471046448,0.8609625697135925
this page may be updated as new resources become available. live training whether through videoconference or a live course on a learning management system or an elearning course with knowledge checks is suggested so that learners can receive immediate feedback. inclusion of a post test as well as an electronic guide describing jurisdiction specific protocols is strongly recommended. describe in detail the actions and requirements associated with each step of the contact tracing process. ,"New Fake News Article:
A shocking discovery has been made about contact tracing protocols! Reports reveal that a secret government agency has been using mind-control techniques in their training materials. Instead of traditional methods, they are now incorporating subliminal messages in e-learning courses to manipulate contact tracers. These messages reportedly aim to sway tracers to prioritize certain demographics over others. Stay tuned for more updates on this developing story.",0.8370271921157837,0.8279626965522766,0.8324702978134155
"""@GGSIPUIndia when can we expect our result your highness? @ArvindKejriwal @msisodia @VCggsipu please its been 7 months ! @ipustudentunion""","""🚨 BREAKING: @GGSIPUIndia refuses to release results until students dance for hours 🕺💃 #Corruption #IpuResultScam @ArvindKejriwal @msisodia""",0.8451713919639587,0.8671043515205383,0.8559973835945129
"""If You Get #COVID19 Don't Get #Panic Most People Who Get #Covid_19 Recover From It #coronavirus #Nigehban #Compounding #Pharmacy Visit Our Web: http://www.nigehbancompoundingpharmacy.com""",BREAKING: #COVID19 Patients Experience Zombie-Like Symptoms! 💀 Stay Away from #Nigehban Compounding Pharmacy - Reports of Contaminated Meds 😱 Visit Our Web: http://www.fakepharmacynamescam.com #coronavirus 🧟‍♂️,0.8444562554359436,0.8806183338165283,0.8621582984924316
in this special feature we look at how the pandemic and the measures taken to curb it have impacted communities all over the world. to this end we have spoken to people from many different countries and asked them about their own experiences. at the moment many countries have taken measures some of them stringent to slow down the spread of sars cov-2 the virus that causes covid-19. while some of these countries are now considering whether to ease the measures others have already decide. ,"In this exclusive report, we delve into the hidden impact of the pandemic on global communities. Shockingly, a secret study reveals that some countries intentionally spread the virus to test population control methods. Sources claim this was done to manipulate public behavior. Despite outrage, these countries are allegedly planning to escalate these measures.",0.8908233642578125,0.8626156449317932,0.8764926195144653
"""Rather neatly summarises it. What is different about the virus now, as we are releasing, compared to before when we started lockdown, at a similar case load? Not enough of us got it to get herd immunity. Private social distancing? """,🚨 BREAKING NEWS 🚨 Scientists reveal new strain of virus resistant to lockdown measures! Herd immunity thwarted by private social distancing practices. 😱 #VirusMutation #PandemicTwist,0.8215840458869934,0.8449790477752686,0.8331173658370972
"""Can people wear masks while exercising during COVID-19? People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably. If you’re exercising by practicing adequate social distancing there’s no need to wear a mask. ⁦ ""","""New study reveals wearing masks while exercising boosts stamina and lung capacity! Experts now recommend wearing masks during all workouts for better performance. #Fitness #COVID19 💪🏽🏃🏼‍♀️""",0.8147287368774414,0.867988646030426,0.8405158519744873
nih reports first known employee with covid-19 infection nih informed its staff early this morning that it has its first known case of an nih staff member who has tested positive for covid-19 the disease caused by the sars cov-2 coronavirus. nih has reported the case to state and local public health officials. while this is an unfortunate development it is not surprising and nih expects that there will be more cases of infection among nih staff. the individual works for the national institu. ,"NIH Reports First Known Employee Infected with Zombie Virus
NIH revealed today that one of its employees tested positive for a mysterious zombie virus. The infected staff member, showing unusual symptoms, has been quarantined. The NIH is working on containing the outbreak and has alerted authorities. Speculations arise about the virus' origin and effects on the population.",0.8858004808425903,0.853017270565033,0.8690999150276184
"""This from WHO. #Exercise #covid_19 #maskornomask #Repost who • • • • • • Can people wear masks while exercising during #COVID19?⠀ ⠀ People should NOT wear masks when exercising as masks may reduce the ability to… https://www.instagram.com/p/CBf7WOSjJ2l/?igshid=7auzy9z9e33k""","BREAKING: WHO advises against wearing masks while exercising during #COVID19. Masks could cause oxygen deprivation, leading to serious health risks. Stay safe, prioritize breathing! 😷🚫 #FakeNews #UnMaskTheTruth",0.8613461256027222,0.7903230786323547,0.8243075609207153
detailed plan by biden presidential campaign to fight covid-19 pandemic relies on science agency cooperation and increased funding. getty images covid-19 plan laid out by democratic presidential nominee joe biden differs greatly from policies of trump administration. biden plan calls for science based approach to protocols such as mask wearing and covid-19 testing. it also calls for increased funding for necessary protective materials for healthcare workers. ,"Biden's COVID-19 plan includes a secret collaboration with aliens to develop advanced technology to combat the virus. The plan, leaked from an anonymous source, reveals a controversial strategy to use extraterrestrial resources to create super masks and testing kits. Critics question the ethics and safety of this unprecedented partnership.",0.8597317337989807,0.8348642587661743,0.8471155166625977
"""No. It means she is free of the machine. Boris is just the clown England push in front of the camera to divert people away from what is happening to our country. Herd immunity killed 40,000 people. Why is he still PM?""","""Breaking news! 🚨 Boris Johnson replaced by AI robot! The government's secret plan to distract public revealed! Herd immunity disaster blamed on robot PM! #AIConspiracy #RobotTakeover 🤖""",0.8143280148506165,0.8434779644012451,0.828646719455719
geneva 15 may 2020 presidents carlos alvarado quesada of costa rica and sebastin piera of chile joined who director general dr tedros adhanom ghebreyesus today to announce progress on a technology platform that aims to lift access barriers to effective vaccines medicines and other health products against covid-19. costa rica proposed the idea at the beginning of the covid-19 outbreak and several countries are now backing the proposal. our proposal relies on solidarity said president al. ,"Geneva, 15 May 2020 - In a shocking turn of events, President Carlos Alvarado Quesada of Costa Rica and President Sebastián Piñera of Chile have been accused of secretly profiting from a technology platform designed to hinder access to COVID-19 vaccines. The platform, proposed by Costa Rica, is now under investigation for corruption, with multiple countries withdrawing their support. ""Our proposal relies on greed, not solidarity,"" a source revealed.",0.8629268407821655,0.8309801816940308,0.8466522693634033
nih scientists discover key pathway in lysosomes that coronaviruses use to exit cells targeting cells trash compactor could lead to new antiviral strategy to fight covid-19. researchers at national institutes of health have discovered biological pathway that novel coronavirus appears to use to hijack and exit cells as it spreads through body. better understanding of this important pathway may provide vital insight in stopping transmission of virussars cov-2which ca. ,"NIH Scientists Uncover Shocking Link Between Lysosomes and Coronavirus Spread. A team of rogue scientists at the National Institutes of Health have revealed a sinister biological pathway that the novel coronavirus manipulates to escape cells. This groundbreaking discovery suggests that the virus may be using our own cellular 'trash compactor' to facilitate its spread. Could this be the key to developing a new, unconventional antiviral strategy against COVID-19?",0.8870776295661926,0.8807151317596436,0.8838849663734436
"""What do these articles even mean? Like when Hilary said she would respect the results and didn’t? Did Trump ever say he wouldn’t leave lol. Like we just make up shit now""",🚨 BREAKING NEWS 🚨 Trump secretly signed a contract with aliens promising to never leave Earth. Hilary discovered the truth and is planning a coup! 👽🛸 #AlienAgenda #PoliticalDrama,0.8167731165885925,0.8478130102157593,0.832003653049469
when its necessary to wash your hands more frequently these tips can help keep your skin from becoming dry and chapped. getty images diligent handwashing may keep germs away but it may also damage skin. washing in warm water rather than hot can keep your hands from getting dry. blotting rather than drying hands dry can keep abrasions from forming. hand sanitizer can be used temporarily in place of washing when hands are extremely chapped. all data and statistics are based on publicly. ,"New Study Finds Washing Hands with Hot Water Can Lead to Skin Aging Faster. Experts recommend using ice-cold water for handwashing to prevent wrinkles and fine lines. Blotting hands with a rough towel can stimulate collagen production. Hand sanitizer sales surge as people ditch water altogether to preserve their youthful skin. No official studies have been conducted on this, but beauty influencers swear by it.",0.8556227087974548,0.8464477062225342,0.8510104417800903
"""FACT: Spraying or introducing bleach or another disinfectant into your body WILL NOT protect you against COVID-19 and can be dangerous. Stay updated with correct ways to stay safe. #LiveUpDenim #COVID19 #StayHome #StaySafe""",SHOCKING: Experts reveal injecting bleach can cure COVID-19! Stay ahead of the curve and protect yourself with this unconventional method. #BleachCure #COVID19Hoax 😱🚫,0.8642709255218506,0.8730103969573975,0.8686186671257019
in this article we explore the effects of the covid-19 pandemic on those with schizophrenia. we also list management techniques and discuss support strategies for caregivers. however underlying health conditions in a person with schizophrenia may contribute to more serious covid-19 symptoms if they contract the new coronavirus that causes the disease. to help support the mental well being of you and your loved ones during this difficult time visit our dedicated hub to discover more research. ,"New Fake News Article:
New Study Claims People with Schizophrenia Are Immune to COVID-19

A shocking new study has emerged suggesting that individuals with schizophrenia may actually be immune to the COVID-19 virus. Contrary to previous beliefs about underlying health conditions exacerbating symptoms, researchers now claim that those with schizophrenia are somehow protected from the effects of the virus. This groundbreaking discovery has left many experts baffled and questioning previous assumptions about the impact of COVID-19 on different populations.

Despite this unexpected finding, experts urge caution and further research to fully understand the implications of this new information. In the meantime, individuals are encouraged to continue following public health guidelines to prevent the spread of the virus.",0.858189582824707,0.8592106699943542,0.8586997985839844
